personas_total,personas_15_mas,personas_25_34,personas_25_34_educ_superior,ocupados_25_34_educ_superior,ocupados_25_34_educ_superior_con_ocupacion,ocupados_25_34_educ_superior_con_ocupacion_desc,personas_25_34_educ_superior_con_campo_estudio
10773983,8083382,1751307,594575,461601,269319,269315,442687
