"row_id","period","year","month","series","value"
13,2018-09-01,2018,9,"Quintil 1",19425.9406558648
13,2018-09-01,2018,9,"Quintil 2",25579.0362822172
13,2018-09-01,2018,9,"Quintil 3",30719.5185721082
13,2018-09-01,2018,9,"Quintil 4",36301.731756642
13,2018-09-01,2018,9,"Quintil 5",57265.1414925981
14,2018-10-01,2018,10,"Nacional",33951.188130611
14,2018-10-01,2018,10,"Quintil 1",19491.9903218651
14,2018-10-01,2018,10,"Quintil 2",25656.8728323343
14,2018-10-01,2018,10,"Quintil 3",30799.2973401689
14,2018-10-01,2018,10,"Quintil 4",36379.6981974785
14,2018-10-01,2018,10,"Quintil 5",57349.7873373437
15,2018-11-01,2018,11,"Nacional",33831.4032975072
15,2018-11-01,2018,11,"Quintil 1",19459.6993740427
15,2018-11-01,2018,11,"Quintil 2",25610.170902264
