UPM,HVIVIEN,HHOGAR,HZONA,HLINEA,P202,P203,PDIA_204,PMES_204,PANO_204,P205,P206,P207,P208,P209,H201A,p301,P302,P303,P304,P401,P402,P403,P404,P405,P501,P502,P503,P504,P505,P506,P507,P508,P509,P510,P511,P512,P513,P514,P515,P516,P517,P517A,P518,P519,P520,P521,HPROVI,HDIA,HMES,HANO,H001,F_expansión,F_ponderación,Region,ESTRATO,grup_sec
1,2,1,1,1,1,53,23,10,1968,1,1,1,1,1,1,1,2,4,2,2, , , , ,1, , , , , , , , , , , , ,832,8411,2, ,40,3,2, , ,1,17,6,2022,1,233.183138556877,2.31914832699322,10,1,4
1,2,1,1,2,2,46,17,10,1975,2,1,1,1,1,1,1,2,4,2,2, , , , ,1, , , , , , , , , , , , ,334,8510,3, ,44,3,2, , ,1,17,6,2022,1,233.183138556877,2.31914832699322,10,1,4
1,2,1,1,3,1,22,22,10,1999,3,1,1,7,1,1,1,2,3,4,1,1,1,1, ,1, , , , , , , , , , , , ,432,8412,1, ,40,3,2, , ,1,17,6,2022,1,233.183138556877,2.31914832699322,10,1,4
1,2,1,1,4,2,22,9,4,2000,3,1,1,7,1,1,1,1,4,2,2, , , , ,1, , , , , , , , , , , , ,343,7410,7, ,4,1,2, , ,1,17,6,2022,1,233.183138556877,2.31914832699322,10,1,4
1,2,1,1,5,2,19,9,10,2002,3,1,1,7,1,1,1,1,4,0,2, , , , ,2,2,2,2,2,2,4,1, , , , ,2, , , , , , , , , ,1,17,6,2022,1,233.183138556877,2.31914832699322,10,1,4
1,2,1,1,6,2,9,28,5,2012,3,1,1, , ,2,1,1,2,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,17,6,2022,1,233.183138556877,2.31914832699322,10,1,4
1,3,1,1,1,2,78,5,10,1943,1,1,1,3,1,2,1,2,3,1,2, , , , ,2,2,2,2,2,2,6,2,11,1,2, ,1,341,8890,3, ,40,1,2, , ,1,23,8,2022,1,233.183138556877,2.31914832699322,10,1,4
1,4,1,1,1,1,76,3,8,1945,1,1,1,1,1,1,1,2,2,5,2, , , , ,1, , , , , , , , , , , , ,832,4922,7, ,56,7,2, , ,1,13,7,2022,1,233.183138556877,2.31914832699322,10,1,4
1,4,1,1,2,2,74,20,9,1947,2,1,1,1,1,1,1,2,2,5,2, , , , ,2,2,2,2,2,2,3,2,11,2, , ,2, , , , , , , , , ,1,13,7,2022,1,233.183138556877,2.31914832699322,10,1,4
1,4,1,1,3,2,46,21,7,1975,3,1,1,5,1,2,1,2,4,4,2, , , , ,2,2,2,2,2,2,2,2,2,1,1,1,1,941,5610,3, ,42,3,2, , ,1,13,7,2022,1,233.183138556877,2.31914832699322,10,1,4
1,5,1,1,1,1,40,2,5,1982,1,1,1,2,1,1,1,1,4,4,2, , , , ,2,1, , , , , , , , , , , ,241,8412,1, ,56,3,2, , ,1,18,5,2022,1,233.183138556877,2.31914832699322,10,1,3
1,5,1,1,2,2,24,13,5,1998,2,1,1,2,1,1,1,2,4,1,2, , , , ,2,2,2,2,2,2,6,2,5,2, , ,1,432,4773,3, ,40,3,2, , ,1,18,5,2022,1,233.183138556877,2.31914832699322,10,1,3
1,5,1,1,3,1,4,5,12,2017,3,1,1, , ,1,2,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,18,5,2022,1,233.183138556877,2.31914832699322,10,1,3
1,5,1,1,4,2,1,19,6,2020,3,1,1, , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,18,5,2022,1,233.183138556877,2.31914832699322,10,1,3
1,5,1,1,5,1,0,24,4,2022,3,1,1, , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,18,5,2022,1,233.183138556877,2.31914832699322,10,1,3
1,6,1,1,1,2,66,14,6,1955,1,1,1,7,1,2,1,2,2,2,2, , , , ,1, , , , , , , , , , , , ,522,4782,7, ,56,1,2, , ,1,18,5,2022,1,233.183138556877,2.31914832699322,10,1,3
1,7,1,1,1,2,50,19,11,1971,1,1,1,4,1,1,1,2,4,4,2, , , , ,1, , , , , , , , , , , , ,412,8411,1, ,8,3,2, , ,1,23,8,2022,1,233.183138556877,2.31914832699322,10,1,4
1,7,1,1,2,2,15,12,3,2007,3,1,1,2, ,2,1,1,2,8,2, , , , ,2,2,2,2,2,2,4,2,6,2, , ,2, , , , , , , , , ,1,23,8,2022,1,233.183138556877,2.31914832699322,10,1,4
1,8,1,1,1,1,54,25,6,1967,1,1,1,6,1,2,1,2,2,8,2, , , , ,1, , , , , , , , , , , , ,832,4922,2, ,56,3,2, , ,1,7,9,2022,1,233.183138556877,2.31914832699322,10,1,4
1,9,1,1,1,1,80,22,2,1942,1,1,1,1,1,1,1,2,2,8,2, , , , ,2,2,2,2,2,2,7,2,4,2, , ,1,951,9200,3, ,56,8,2, , ,1,27,5,2022,1,233.183138556877,2.31914832699322,10,1,3
1,9,1,1,2,2,77,29,11,1944,2,1,1,1,1,1,2,2,2,2,2, , , , ,2,2,2,2,2,2,6,2,11,2, , ,1,611,141,5, ,8,3,2, , ,1,27,5,2022,1,233.183138556877,2.31914832699322,10,1,3
1,9,1,1,3,1,45,21,8,1976,3,1,1,6,1,1,1,2,2,6,2, , , , ,1, , , , , , , , , , , , ,932,1702,3, ,56,3,2, , ,1,27,5,2022,1,233.183138556877,2.31914832699322,10,1,3
1,9,1,1,4,1,24,26,8,1997,4,1,1,2,1,1,1,2,2,3,2, , , , ,1, , , , , , , , , , , , ,422,8220,3, ,56,3,1,1,2,1,27,5,2022,1,233.183138556877,2.31914832699322,10,1,3
1,9,1,1,5,2,23,4,10,1998,5,1,1,2,1,1,1,2,3,4,2, , , , ,2,2,2,2,2,2,2,2,1,1,1,1,1,234,8521,3, ,56,3,2, , ,1,27,5,2022,1,233.183138556877,2.31914832699322,10,1,3
1,9,1,1,6,1,11,17,6,2010,5,1,1, , ,1,1,1,2,7,2, , , , ,2,2,2,2,2,2,4,2,6,2, , ,2, , , , , , , , , ,1,27,5,2022,1,233.183138556877,2.31914832699322,10,1,3
1,9,1,1,7,2,0,28,12,2021,12,1,1, , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,27,5,2022,1,233.183138556877,2.31914832699322,10,1,3
1,10,1,1,1,2,27,12,6,1994,1,1,1,7,1,2,1,2,4,3,2, , , , ,1, , , , , , , , , , , , ,431,8412,1, ,56,3,2, , ,1,27,5,2022,1,233.183138556877,2.31914832699322,10,1,3
1,11,1,1,1,1,40,8,9,1981,1,1,1,2,1,1,1,2,2,8,2, , , , ,1, , , , , , , , , , , , ,713,4330,7, ,8,2,1,1,2,1,27,5,2022,1,233.183138556877,2.31914832699322,10,1,2
1,11,1,1,2,2,32,30,6,1989,2,1,1,2,1,1,1,2,3,4,2, , , , ,2,2,2,2,2,2,3,2,96,1,1,1,1,421,9200,3, ,56,3,2, , ,1,27,5,2022,1,233.183138556877,2.31914832699322,10,1,2
1,11,1,1,3,2,10,20,6,2011,3,1,1, , ,1,1,1,2,5,2, , , , ,2,2,2,2,2,2,4,2,6,2, , ,2, , , , , , , , , ,1,27,5,2022,1,233.183138556877,2.31914832699322,10,1,2
1,11,1,1,4,1,3,8,1,2019,3,1,1, , ,2,2,3, , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,27,5,2022,1,233.183138556877,2.31914832699322,10,1,2
1,12,1,1,1,2,27,19,1,1995,1,1,1,6,1,1,1,1,4,98,2, , , , ,1, , , , , , , , , , , , ,522,4719,3, ,56,3,2, , ,1,27,5,2022,1,233.183138556877,2.31914832699322,10,1,3
1,12,1,1,2,2,25,6,12,1996,8,1,1,2,1,1,1,2,3,4,2, , , , ,1, , , , , , , , , , , , ,541,8010,3, ,56,3,2, , ,1,27,5,2022,1,233.183138556877,2.31914832699322,10,1,3
1,12,1,1,3,1,23,28,3,1999,8,1,1,2,1,1,1,2,3,4,2, , , , ,1, , , , , , , , , , , , ,243,4752,3, ,56,3,1,2,2,1,27,5,2022,1,233.183138556877,2.31914832699322,10,1,3
1,12,1,1,4,2,0,30,9,2021,3,1,1, , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,27,5,2022,1,233.183138556877,2.31914832699322,10,1,3
1,13,1,1,1,2,55,24,10,1968,1,1,1,5,1,1,1,2,4,4,2, , , , ,2,2,2,2,2,2,3,2,7,2, , ,2, , , , , , , , , ,1,13,7,2022,1,233.183138556877,2.31914832699322,10,1,3
1,13,1,1,2,2,5,18,7,2017,5,1,1, , ,2,2,1,2,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,13,7,2022,1,233.183138556877,2.31914832699322,10,1,3
1,15,1,1,1,2,42,2,7,1979,1,1,1,6,1,1,1,1,3,2,2, , , , ,1, , , , , , , , , , , , ,911,4772,2, ,40,3,2, , ,1,13,7,2022,1,233.183138556877,2.31914832699322,10,1,4
1,15,1,1,2,2,17,30,12,2004,3,1,1,7,3,2,1,1,3,3,2, , , , ,2,2,2,2,2,2,4,2,6,1,1,1,2, , , , , , , , , ,1,13,7,2022,1,233.183138556877,2.31914832699322,10,1,4
1,16,1,1,1,2,97,1,1,1925,2,1,1,2,1,1,1,2,3,4,2, , , , ,1, , , , , , , , , , , , ,524,4782,4, ,10,1,2, , ,1,28,9,2022,1,233.183138556877,2.31914832699322,10,1,2
1,16,1,1,2,1,97,2,2,1924,1,1,1,2,1,1,1,2,8,7,2, , , , ,1, , , , , , , , , , , , ,998,2220,3, ,0,3,2, , ,1,28,9,2022,1,233.183138556877,2.31914832699322,10,1,2
1,16,1,1,3,1,99,3,3,1923,12,1,1,7,1,1,9,9, , ,9, , , , ,9,9,9,9,9,9,9,9,99,9, , ,9,962,8530, , , , , , , ,1,28,9,2022,1,233.183138556877,2.31914832699322,10,1,2
1,16,1,1,4,1,99,4,4,1923,12,1,1,7,2,2,1,1,3,1,2, , , , ,2,2,2,2,2,2,6,2,11,2, , ,2, , , , , , , , , ,1,28,9,2022,1,233.183138556877,2.31914832699322,10,1,2
1,17,1,1,1,1,96,28,6,1925,1,1,1,1,1,1,1,3, , ,2, , , , ,2,2,2,2,2,2,6,2,11,2, , ,1,723,4520,6, ,40,3,2, , ,1,13,7,2022,1,233.183138556877,2.31914832699322,10,1,4
1,17,1,1,2,2,73,26,11,1948,2,1,1,1,1,1,1,1,2,6,2, , , , ,2,2,2,2,2,2,7,2,4,2, , ,1,521,5610,96, ,5,1,2, , ,1,13,7,2022,1,233.183138556877,2.31914832699322,10,1,4
1,17,1,1,3,2,46,9,7,1975,3,1,1,7,1,1,1,1,4,4,2, , , , ,1, , , , , , , , , , , , ,261,8413,1, ,40,3,2, , ,1,13,7,2022,1,233.183138556877,2.31914832699322,10,1,4
1,17,1,1,4,1,40,21,12,1981,3,1,1,6,1,1,1,2,3,4,2, , , , ,1, , , , , , , , , , , , ,723,4520,4, ,0,5,1,3,1,1,13,7,2022,1,233.183138556877,2.31914832699322,10,1,4
1,17,1,1,5,1,8,20,8,2013,5,1,1, , ,2,1,1,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,13,7,2022,1,233.183138556877,2.31914832699322,10,1,4
1,18,1,1,1,2,37,24,6,1985,1,1,1,6,1,2,1,2,4,4,2, , , , ,1, , , , , , , , , , , , ,524,1071,3, ,50,3,2, , ,1,13,7,2022,1,233.183138556877,2.31914832699322,10,1,4
1,19,1,1,1,1,25,23,3,1997,1,1,1,2,1,1,1,2,4,1,2, , , , ,2,2,2,2,2,2,2,1, , , , ,1,432,4530,3, ,48,3,2, , ,1,19,5,2022,1,233.183138556877,2.31914832699322,10,1,4
1,19,1,1,2,2,23,24,1,1999,2,1,1,2,1,1,1,2,3,4,2, , , , ,1, , , , , , , , , , , , ,412,6492,3, ,48,3,2, , ,1,19,5,2022,1,233.183138556877,2.31914832699322,10,1,4
1,19,1,1,3,1,2,30,4,2020,3,1,1, , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,19,5,2022,1,233.183138556877,2.31914832699322,10,1,4
1,20,1,1,1,2,44,2,9,1977,1,1,1,2,1,1,1,2,2,8,2, , , , ,1, , , , , , , , , , , , ,911,9700,7, ,50,2,2, , ,1,19,5,2022,1,233.183138556877,2.31914832699322,10,1,3
1,20,1,1,2,1,27,2,4,1995,2,1,1,2,1,1,1,2,3,0,2, , , , ,1, , , , , , , , , , , , ,833,4923,3, ,48,3,2, , ,1,19,5,2022,1,233.183138556877,2.31914832699322,10,1,3
1,20,1,1,3,2,18,9,7,2003,3,1,1,6,1,1,1,1,3,3,2, , , , ,2,2,2,2,2,2,4,1, , , , ,2, , , , , , , , , ,1,19,5,2022,1,233.183138556877,2.31914832699322,10,1,3
1,20,1,1,4,1,12,3,5,2010,3,1,1,7, ,2,1,1,2,6,2, , , , ,2,2,2,2,2,2,4,2,6,2, , ,2, , , , , , , , , ,1,19,5,2022,1,233.183138556877,2.31914832699322,10,1,3
1,21,1,1,1,2,66,9,5,1956,1,1,1,6,1,1,1,2,2,4,2, , , , ,2,2,2,2,2,2,7,2,4,2, , ,1,524,4772,4, ,12,2,2, , ,1,18,5,2022,1,233.183138556877,2.31914832699322,10,1,3
1,21,1,1,2,1,24,2,10,1997,5,1,1,7,1,2,1,2,4,1,2, , , , ,2,1, , , , , , , , , , , ,832,4922,3, ,35,5,2, , ,1,18,5,2022,1,233.183138556877,2.31914832699322,10,1,3
1,22,1,1,1,2,58,14,7,1963,1,1,1,3,1,1,1,2,2,7,2, , , , ,2,2,2,2,2,2,3,2,11,1,1,1,1,911,9700,7, ,24,2,2, , ,1,23,8,2022,1,233.183138556877,2.31914832699322,10,1,2
1,22,1,1,2,1,29,29,12,1992,3,1,1,7,1,2,1,2,4,3,2, , , , ,1, , , , , , , , , , , , ,343,5610,3, ,96,3,2, , ,1,23,8,2022,1,233.183138556877,2.31914832699322,10,1,2
1,23,1,1,1,2,73,14,2,1949,1,1,1,6,1,1,1,2,2,8,2, , , , ,2,2,2,2,2,2,6,2,11,2, , ,1,932,2220,3, ,48,3,2, , ,1,7,9,2022,1,233.183138556877,2.31914832699322,10,1,4
1,23,1,1,2,1,46,9,5,1976,3,1,1,4,1,1,1,2,3,2,2, , , , ,1, , , , , , , , , , , , ,713,4520,7, ,10,3,2, , ,1,7,9,2022,1,233.183138556877,2.31914832699322,10,1,4
1,23,1,1,3,1,46,9,5,1976,3,1,1,7,1,1,1,2,3,0,2, , , , ,2,2,2,2,2,2,2,1, , , , ,1,713,4520,3, ,60,3,2, , ,1,7,9,2022,1,233.183138556877,2.31914832699322,10,1,4
1,23,1,1,4,1,32,30,6,1989,3,1,1,7,1,2,1,2,2,8,2, , , , ,1, , , , , , , , , , , , ,723,4540,4, ,60,1,2, , ,1,7,9,2022,1,233.183138556877,2.31914832699322,10,1,4
2,2,1,1,1,2,32,18,4,1990,2,1,1,1,1,1,1,2,4,4,2, , , , ,1, , , , , , , , , , , , ,751,1071,7, ,44,1,2, , ,1,8,9,2022,1,257.728732089179,2.56326920351883,10,1,4
2,2,1,1,2,1,31,20,5,1992,1,1,1,1,1,1,1,2,3,4,2, , , , ,1, , , , , , , , , , , , ,723,4520,4, ,40,3,2, , ,1,8,9,2022,1,257.728732089179,2.56326920351883,10,1,4
2,2,1,1,3,1,17,14,3,2005,11,1,1,9, ,1,1,1,2,8,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,8,9,2022,1,257.728732089179,2.56326920351883,10,1,4
2,2,1,1,4,2,3,9,3,2019,3,1,1, , ,2,2,3, , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,8,9,2022,1,257.728732089179,2.56326920351883,10,1,4
2,3,1,1,1,2,31,5,1,1991,1,1,1,2,1,1,1,2,3,2,2, , , , ,1, , , , , , , , , , , , ,522,1030,3, ,42,3,2, , ,1,19,5,2022,1,257.728732089179,2.56326920351883,10,1,3
2,3,1,1,2,1,31,12,4,1991,2,1,1,2,1,2,1,2,2,3,2, , , , ,2,2,2,2,2,2,96,1, , , , ,1,911,4661,3, ,40,3,2, , ,1,19,5,2022,1,257.728732089179,2.56326920351883,10,1,3
2,4,1,1,1,1,36,30,4,1986,1,1,1,6,1,1,1,2,2,8,2, , , , ,1, , , , , , , , , , , , ,541,8412,1, ,40,5,1,3,2,1,19,5,2022,1,257.728732089179,2.56326920351883,10,1,3
2,4,1,1,2,1,13,98,98,2009,11,1,1,7, ,2,1,1,2,5,2, , , , ,2,2,2,2,1, , , , , , , , ,911,9602,3, ,4,3,2, , ,1,19,5,2022,1,257.728732089179,2.56326920351883,10,1,3
2,5,1,1,1,1,48,98,7,1973,1,1,1,6,1,1,1,2,3,4,2, , , , ,1, , , , , , , , , , , , ,713,4330,7, ,40,6,2, , ,1,24,8,2022,1,257.728732089179,2.56326920351883,10,1,4
2,5,1,1,2,1,42,11,11,1979,8,1,1,6,1,2,1,2,4,2,2, , , , ,1, , , , , , , , , , , , ,814,2220,3, ,66,3,2, , ,1,24,8,2022,1,257.728732089179,2.56326920351883,10,1,4
2,8,1,1,1,2,34,22,10,1987,1,1,1,2,1,1,1,2,3,4,2, , , , ,1, , , , , , , , , , , , ,523,5629,3, ,56,3,2, , ,1,7,9,2022,1,257.728732089179,2.56326920351883,10,1,3
2,8,1,1,2,1,24,2,2,1998,2,1,1,2,1,1,1,2,3,4,2, , , , ,1, , , , , , , , , , , , ,522,4711,3, ,56,3,2, , ,1,7,9,2022,1,257.728732089179,2.56326920351883,10,1,3
2,8,1,1,3,2,5,2,3,2017,3,1,1, , ,2,2,3, , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,7,9,2022,1,257.728732089179,2.56326920351883,10,1,3
2,10,1,1,1,2,31,26,11,1990,1,1,1,2,1,1,1,2,3,4,2, , , , ,2,1, , , , , , , , , , , ,413,4711,3, ,56,3,2, , ,1,20,5,2022,1,257.728732089179,2.56326920351883,10,1,4
2,10,1,1,2,1,30,18,5,1992,2,1,1,2,1,1,1,2,2,7,2, , , , ,2,1, , , , , , , , , , , ,833,4923,3, ,56,7,1,1,2,1,20,5,2022,1,257.728732089179,2.56326920351883,10,1,4
2,10,1,1,3,2,12,20,11,2009,3,1,1,7, ,1,1,1,2,7,2, , , , ,2,2,2,2,2,2,4,2,6,2, , ,2, , , , , , , , , ,1,20,5,2022,1,257.728732089179,2.56326920351883,10,1,4
2,10,1,1,4,1,10,5,7,2011,3,1,1, , ,2,1,1,2,5,1,1,2,1,2,2,2,2,2,2,2,4,2,6,2, , ,2, , , , , , , , , ,1,20,5,2022,1,257.728732089179,2.56326920351883,10,1,4
2,11,1,1,1,1,23,25,2,1999,1,1,1,7,1,2,1,2,3,4,2, , , , ,1, , , , , , , , , , , , ,832,4711,3, ,56,8,1,3,2,1,22,5,2022,1,257.728732089179,2.56326920351883,10,1,3
2,12,1,1,1,2,33,11,9,1988,1,1,1,1,1,1,1,2,3,4,2, , , , ,2,2,2,2,2,2,96,1, , , , ,1,522,5610,3, ,56,3,2, , ,1,20,5,2022,1,257.728732089179,2.56326920351883,10,1,4
2,12,1,1,2,1,31,18,2,1991,2,1,1,1,1,1,1,2,3,4,2, , , , ,1, , , , , , , , , , , , ,422,6110,3, ,29,3,2, , ,1,20,5,2022,1,257.728732089179,2.56326920351883,10,1,4
2,12,1,1,3,2,0,9,6,2021,3,1,1, , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,20,5,2022,1,257.728732089179,2.56326920351883,10,1,4
2,13,1,1,1,1,34,16,9,1987,1,1,1,1,1,1,1,2,3,0,2, , , , ,1, , , , , , , , , , , , ,834,112,3, ,45,3,2, , ,1,2,7,2022,1,257.728732089179,2.56326920351883,10,1,4
2,13,1,1,2,2,30,2,8,1991,2,1,1,1,1,1,1,2,3,1,2, , , , ,1, , , , , , , , , , , , ,911,9700,3, ,28,1,2, , ,1,2,7,2022,1,257.728732089179,2.56326920351883,10,1,4
2,13,1,1,3,2,10,13,6,2011,3,1,1, , ,1,1,1,2,4,2, , , , ,2,2,2,2,2,2,6,2,11,2, , ,2, , , , , , , , , ,1,2,7,2022,1,257.728732089179,2.56326920351883,10,1,4
2,13,1,1,4,2,4,19,11,2017,3,1,1, , ,2,2,3, , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,7,2022,1,257.728732089179,2.56326920351883,10,1,4
2,14,1,1,1,2,54,3,5,1968,1,1,1,6,1,2,1,2,2,4,2, , , , ,1, , , , , , , , , , , , ,911,9700,8, ,25,1,2, , ,1,16,6,2022,1,257.728732089179,2.56326920351883,10,1,2
2,15,1,1,1,2,58,10,3,1964,1,1,1,6,1,1,1,2,2,5,2, , , , ,1, , , , , , , , , , , , ,522,4772,4, ,9,1,2, , ,1,22,5,2022,1,257.728732089179,2.56326920351883,10,1,4
2,15,1,1,2,2,33,1,6,1988,3,1,1,6,1,2,1,2,4,4,2, , , , ,1, , , , , , , , , , , , ,241,4100,3, ,12,3,1,1,1,1,22,5,2022,1,257.728732089179,2.56326920351883,10,1,4
2,16,1,1,1,1,43,2,10,1978,1,1,1,1,1,1,1,2,2,7,2, , , , ,2,1, , , , , , , , , , , ,332,6810,4, ,5,1,2, , ,1,13,7,2022,1,257.728732089179,2.56326920351883,10,1,4
2,16,1,1,2,2,29,16,9,1992,2,1,1,1,1,1,1,2,3,4,2, , , , ,1, , , , , , , , , , , , ,422,5610,3, ,54,3,2, , ,1,13,7,2022,1,257.728732089179,2.56326920351883,10,1,4
2,16,1,1,3,1,7,10,1,2015,3,1,1, , ,1,1,1,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,13,7,2022,1,257.728732089179,2.56326920351883,10,1,4
2,16,1,1,4,2,8,16,12,2013,3,1,1, , ,1,1,1,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,13,7,2022,1,257.728732089179,2.56326920351883,10,1,4
2,16,1,1,5,1,20,19,1,2002,9,1,1,7,1,2,1,2,3,1,2, , , , ,2,2,2,2,2,2,1,1, , , , ,1,751,4711,3, ,60,3,2, , ,1,13,7,2022,1,257.728732089179,2.56326920351883,10,1,4
2,17,1,1,1,2,32,12,8,1989,1,1,1,6,1,2,1,2,3,4,2, , , , ,1, , , , , , , , , , , , ,912,9601,3, ,45,3,2, , ,1,7,9,2022,1,257.728732089179,2.56326920351883,10,1,3
2,18,1,1,1,1,31,29,7,1990,1,1,1,2,1,1,1,2,4,2,2, , , , ,1, , , , , , , , , , , , ,712,3311,4, ,42,1,2, , ,1,27,5,2022,1,257.728732089179,2.56326920351883,10,1,4
2,18,1,1,2,2,26,8,8,1995,2,1,1,2,1,1,1,2,3,4,2, , , , ,2,2,2,2,2,2,96,2,96,2, , ,1,422,5610,3, ,36,3,2, , ,1,27,5,2022,1,257.728732089179,2.56326920351883,10,1,4
2,18,1,1,3,1,6,8,11,2015,3,1,1, , ,2,2,1,2,0,1,1,2,2,2, , , , , , , , , , , , , , , , , , , , , , ,1,27,5,2022,1,257.728732089179,2.56326920351883,10,1,4
2,20,1,1,1,2,30,25,2,1992,1,1,1,6,1,1,1,2,3,2,2, , , , ,1, , , , , , , , , , , , ,521,4721,3, ,66,3,2, , ,1,7,9,2022,1,257.728732089179,2.56326920351883,10,1,4
2,20,1,1,2,1,11,30,12,2010,3,1,1, , ,1,1,1,2,5,1,1,3,2,1,2,2,2,2,2,2,4,2,6,2, , ,2, , , , , , , , , ,1,7,9,2022,1,257.728732089179,2.56326920351883,10,1,4
2,20,1,1,3,2,7,6,3,2015,3,1,1, , ,1,2,1,2,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,7,9,2022,1,257.728732089179,2.56326920351883,10,1,4
2,20,1,1,4,1,3,31,1,2019,3,1,1, , ,1,2,3, , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,7,9,2022,1,257.728732089179,2.56326920351883,10,1,4
2,20,1,1,5,1,0,29,5,2021,3,1,1, , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,7,9,2022,1,257.728732089179,2.56326920351883,10,1,4
2,21,1,1,1,1,50,6,7,1971,1,2,1,2,1,1,1,2,2,8,2, , , , ,1, , , , , , , , , , , , ,711,4100,7, ,48,2,2, , ,1,28,9,2022,1,257.728732089179,2.56326920351883,10,1,4
2,21,1,1,2,2,36,11,5,1986,2,1,1,2,2,1,1,2,3,4,2, , , , ,2,2,2,2,2,2,3,2,7,2, , ,1,911,9700,7, ,48,2,2, , ,1,28,9,2022,1,257.728732089179,2.56326920351883,10,1,4
2,21,1,1,3,2,20,11,6,2001,3,1,1,7,1,1,1,1,3,2,2, , , , ,1, , , , , , , , , , , , ,522,4741,2, ,56,3,2, , ,1,28,9,2022,1,257.728732089179,2.56326920351883,10,1,4
2,21,1,1,4,2,15,10,2,2007,3,1,1,7, ,1,1,1,3,0,2, , , , ,2,2,2,2,2,2,4,2,6,2, , ,2, , , , , , , , , ,1,28,9,2022,1,257.728732089179,2.56326920351883,10,1,4
2,21,1,1,5,2,11,30,1,2011,3,2,1, , ,2,1,1,2,6,2, , , , ,2,2,2,2,2,2,4,2,6,2, , ,2, , , , , , , , , ,1,28,9,2022,1,257.728732089179,2.56326920351883,10,1,4
2,22,1,1,1,1,51,15,1,1971,1,1,1,2,1,1,1,2,2,8,2, , , , ,1, , , , , , , , , , , , ,515,9700,7, ,48,2,2, , ,1,2,7,2022,1,257.728732089179,2.56326920351883,10,1,4
2,22,1,1,2,2,31,16,12,1990,2,2,1,2,3,1,1,2,2,8,2, , , , ,1, , , , , , , , , , , , ,911,9700,8, ,40,2,2, , ,1,2,7,2022,1,257.728732089179,2.56326920351883,10,1,4
2,22,1,1,3,1,10,17,11,2012,3,1,1, , ,1,1,1,2,3,2, , , , ,2,2,2,2,2,2,4,2,6,2, , ,2, , , , , , , , , ,1,2,7,2022,1,257.728732089179,2.56326920351883,10,1,4
2,22,1,1,4,1,5,24,6,2016,3,1,1, , ,1,2,1,1,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,7,2022,1,257.728732089179,2.56326920351883,10,1,4
2,22,1,1,5,2,4,22,12,2017,3,1,1, , ,2,2,3, , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,7,2022,1,257.728732089179,2.56326920351883,10,1,4
2,23,1,1,1,1,41,8,11,1980,1,1,1,2,1,1,1,2,3,4,2, , , , ,1, , , , , , , , , , , , ,515,1101,3, ,40,3,2, , ,1,16,6,2022,1,257.728732089179,2.56326920351883,10,1,3
2,23,1,1,2,2,40,10,1,1982,2,1,1,2,1,2,1,2,3,4,2, , , , ,1, , , , , , , , , , , , ,333,8423,2, ,30,3,2, , ,1,16,6,2022,1,257.728732089179,2.56326920351883,10,1,3
2,24,1,1,1,1,60,30,11,1961,1,1,1,2,1,1,1,2,2,3,1,4,1,2, ,2,1, , , , , , , , , , , ,312,4100,4, ,96,2,2, , ,1,24,8,2022,1,257.728732089179,2.56326920351883,10,1,3
2,24,1,1,2,2,58,21,1,1964,2,1,1,2,1,1,1,2,2,5,2, , , , ,1, , , , , , , , , , , , ,515,8549,2, ,25,3,2, , ,1,24,8,2022,1,257.728732089179,2.56326920351883,10,1,3
2,24,1,1,3,1,18,4,2,2004,5,1,1,7,1,2,1,1,4,0,2, , , , ,2,2,2,2,2,2,4,1, , , , ,2, , , , , , , , , ,1,24,8,2022,1,257.728732089179,2.56326920351883,10,1,3
3,1,1,1,1,1,33,19,6,1988,1,2,1,1,1,1,1,2,3,3,2, , , , ,1, , , , , , , , , , , , ,711,4100,3, ,40,5,2, , ,1,24,8,2022,1,204.035246237267,2.02925478611907,10,1,3
