UPM,HVIVIEN,HHOGAR,HZONA,HLINEA,P202,P203,PDIA_204,PMES_204,PANO_204,P205,P206,P207,P208,P209,H201A,p301,P302,P303,P304,P401,P402,P403,P404,P405,P501,P502,P503,P504,P505,P506,P507,P508,P509,P510,P511,P512,P513,P514,P515,P516,P517,P517A,P518,P519,P520,P521,HPROVI,HDIA,HMES,HANO,H001,F_expansión,F_ponderación,Region,ESTRATO,grup_sec
620,21,1,1,1,1,63,9,2,1959,1,1,1,1,1,1,2,3, , ,2, , , , ,1, , , , , , , , , , , , ,933,5610,2, ,48,3,2, , ,13,15,9,2022,1,111.212986168028,1.10608087877929,2,3,3
620,21,1,1,2,2,50,15,1,1972,2,1,1,1,1,2,1,3, , ,2, , , , ,2,2,2,2,2,2,3,1, , , , ,1,921,113,3, ,50,4,2, , ,13,15,9,2022,1,111.212986168028,1.10608087877929,2,3,3
620,22,1,1,1,1,52,15,6,1970,1,1,1,2,1,1,1,2,2,8,2, , , , ,1, , , , , , , , , , , , ,524,4711,4, ,60,1,2, , ,13,6,7,2022,1,111.212986168028,1.10608087877929,2,3,1
620,22,1,1,2,2,50,1,5,1972,2,1,1,2,1,2,1,3, , ,2, , , , ,1, , , , , , , , , , , , ,522,4711,7, ,48,1,2, , ,13,6,7,2022,1,111.212986168028,1.10608087877929,2,3,1
620,23,1,1,1,1,63,22,11,1958,1,1,1,2,1,1,2,3, , ,2, , , , ,1, , , , , , , , , , , , ,921,113,6, ,50,4,2, , ,13,6,7,2022,1,111.212986168028,1.10608087877929,2,3,1
620,23,1,1,2,2,38,25,6,1984,2,1,1,2,1,2,1,2,2,7,2, , , , ,2,2,2,2,2,2,3,2,7,2, , ,1,911,9700,8, ,48,2,2, , ,13,6,7,2022,1,111.212986168028,1.10608087877929,2,3,1
620,24,1,1,1,2,57,22,5,1965,1,1,1,6,1,1,2,3, , ,2, , , , ,1, , , , , , , , , , , , ,921,113,3, ,48,4,2, , ,13,6,7,2022,1,111.212986168028,1.10608087877929,2,3,3
620,24,1,1,2,2,31,3,3,1991,3,1,1,7,1,2,1,2,2,7,2, , , , ,2,2,2,2,2,2,7,2,4,2, , ,2, , , , , , , , , ,13,6,7,2022,1,111.212986168028,1.10608087877929,2,3,3
621,1,1,1,1,2,50,15,3,1972,1,1,2,6,1,2,2,3, , ,2, , , , ,2,2,2,2,2,2,3,2,7,2, , ,1,521,4721,3, ,30,3,3, , ,13,5,7,2022,1,116.048333392725,1.15417135176969,2,3,3
621,2,1,1,1,2,80,13,8,1941,1,1,1,3,1,1,1,2,2,6,2, , , , ,2,2,2,2,2,2,6,2,11,2, , ,1,911,9700,8, ,50,2,3, , ,13,5,7,2022,1,116.048333392725,1.15417135176969,2,3,1
621,2,1,1,2,1,35,12,7,1986,3,1,1,6,1,2,1,2,2,8,2, , , , ,1, , , , , , , , , , , , ,711,4100,3, ,48,9,2, , ,13,5,7,2022,1,116.048333392725,1.15417135176969,2,3,1
621,3,1,1,1,1,52,1,10,1969,1,1,1,2,1,1,1,2,2,7,2, , , , ,1, , , , , , , , , , , , ,832,4921,6, ,60,6,2, , ,13,5,7,2022,1,116.048333392725,1.15417135176969,2,3,2
621,3,1,1,2,2,37,8,8,1984,2,1,1,2,1,1,2,1,2,0,2, , , , ,1, , , , , , , , , , , , ,911,5510,3, ,6,3,2, , ,13,5,7,2022,1,116.048333392725,1.15417135176969,2,3,2
621,3,1,1,3,2,25,11,6,1997,3,1,1,6,1,1,1,2,3,4,2, , , , ,2,2,2,2,2,2,96,2,96,2, , ,1,421,9200,3, ,16,3,3, , ,13,5,7,2022,1,116.048333392725,1.15417135176969,2,3,2
621,3,1,1,4,2,9,27,4,2013,5,1,1, , ,1,1,1,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,13,5,7,2022,1,116.048333392725,1.15417135176969,2,3,2
621,3,1,1,5,1,6,3,5,2016,5,1,1, , ,1,2,1,1,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,13,5,7,2022,1,116.048333392725,1.15417135176969,2,3,2
621,3,1,1,6,2,0,19,6,2022,5,1,1, , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,13,5,7,2022,1,116.048333392725,1.15417135176969,2,3,2
621,4,1,1,1,2,19,9,2,2003,1,1,2,6,1,1,1,1,3,1,2, , , , ,1, , , , , , , , , , , , ,421,9200,3, ,16,3,2, , ,13,5,7,2022,1,116.048333392725,1.15417135176969,2,3,1
621,4,1,1,2,2,2,19,8,2019,3,1,1, , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,13,5,7,2022,1,116.048333392725,1.15417135176969,2,3,1
621,5,1,1,1,1,43,5,6,1979,1,1,1,2,1,1,2,2,2,2,2, , , , ,1, , , , , , , , , , , , ,521,4781,6, ,48,5,2, , ,13,5,7,2022,1,116.048333392725,1.15417135176969,2,3,3
621,5,1,1,2,2,32,15,3,1990,2,1,1,2,3,1,1,2,2,3,2, , , , ,2,1, , , , , , , , , , , ,524,4711,7, ,50,1,2, , ,13,5,7,2022,1,116.048333392725,1.15417135176969,2,3,3
621,5,1,1,3,1,18,27,9,2003,3,1,1,2,3,1,1,2,2,4,2, , , , ,1, , , , , , , , , , , , ,521,4781,7, ,48,5,2, , ,13,5,7,2022,1,116.048333392725,1.15417135176969,2,3,3
621,5,1,1,4,2,17,8,11,2004,3,1,1,2,3,1,1,2,2,5,2, , , , ,2,2,2,2,2,2,3,2,7,2, , ,2, , , , , , , , , ,13,5,7,2022,1,116.048333392725,1.15417135176969,2,3,3
621,5,1,1,5,1,16,1,12,2005,3,1,1,7,3,2,1,2,2,3,2, , , , ,2,2,2,2,2,2,3,2,7,2, , ,2, , , , , , , , , ,13,5,7,2022,1,116.048333392725,1.15417135176969,2,3,3
621,6,1,1,1,2,58,16,6,1964,1,1,1,6,1,1,1,2,2,3,2, , , , ,2,2,2,2,2,2,3,2,7,2, , ,1,521,4722,7, ,50,3,3, , ,13,5,7,2022,1,116.048333392725,1.15417135176969,2,3,2
621,6,1,1,2,1,21,24,10,2000,3,1,1,7,1,2,1,2,2,6,2, , , , ,2,2,2,2,2,2,96,2,96,2, , ,1,712,4330,3, ,54,9,3, , ,13,5,7,2022,1,116.048333392725,1.15417135176969,2,3,2
621,7,1,1,1,2,37,31,1,1985,2,1,1,2,1,1,1,2,4,2,2, , , , ,1, , , , , , , , , , , , ,421,9200,3, ,44,3,2, , ,13,30,8,2022,1,116.048333392725,1.15417135176969,2,3,3
621,7,1,1,2,1,31,15,2,1991,1,1,1,2,1,1,1,2,4,3,2, , , , ,1, , , , , , , , , , , , ,524,210,3, ,48,3,2, , ,13,30,8,2022,1,116.048333392725,1.15417135176969,2,3,3
621,7,1,1,3,2,13,14,6,2009,3,1,1,7, ,1,1,1,3,0,2, , , , ,2,2,2,2,2,2,4,2,6,2, , ,2, , , , , , , , , ,13,30,8,2022,1,116.048333392725,1.15417135176969,2,3,3
621,7,1,1,4,1,10,22,3,2012,3,1,1, , ,1,2,1,2,2,2, , , , ,2,2,2,2,2,2,4,2,6,2, , ,2, , , , , , , , , ,13,30,8,2022,1,116.048333392725,1.15417135176969,2,3,3
621,7,1,1,5,1,10,22,3,2012,3,1,1, , ,2,1,1,2,3,2, , , , ,2,2,2,2,2,2,4,2,6,2, , ,2, , , , , , , , , ,13,30,8,2022,1,116.048333392725,1.15417135176969,2,3,3
621,9,1,1,1,1,57,3,8,1964,1,1,1,2,1,1,1,2,2,6,2, , , , ,1, , , , , , , , , , , , ,832,4921,7, ,64,9,2, , ,13,5,7,2022,1,116.048333392725,1.15417135176969,2,3,2
621,9,1,1,2,2,55,6,12,1966,2,1,1,2,1,2,2,3, , ,2, , , , ,2,2,2,2,2,2,3,2,7,2, , ,1,921,113,3, ,36,4,2, , ,13,5,7,2022,1,116.048333392725,1.15417135176969,2,3,2
621,10,1,1,1,1,43,23,3,1979,1,1,1,2,1,1,1,2,2,3,2, , , , ,1, , , , , , , , , , , , ,711,4100,3, ,60,2,2, , ,13,5,7,2022,1,116.048333392725,1.15417135176969,2,3,4
621,10,1,1,2,2,31,17,11,1990,2,1,1,2,1,1,1,2,3,4,2, , , , ,1, , , , , , , , , , , , ,421,9200,3, ,40,3,2, , ,13,5,7,2022,1,116.048333392725,1.15417135176969,2,3,4
621,10,1,1,3,2,12,23,9,2009,13,1,1,7, ,2,1,1,2,6,2, , , , ,2,2,2,2,2,2,4,2,6,2, , ,2, , , , , , , , , ,13,5,7,2022,1,116.048333392725,1.15417135176969,2,3,4
621,11,1,1,1,1,58,15,8,1963,1,1,1,2,1,1,2,3, , ,2, , , , ,2,2,2,2,2,2,2,2,1,1,1,1,1,611,113,3, ,40,4,2, , ,13,5,7,2022,1,116.048333392725,1.15417135176969,2,3,3
621,11,1,1,2,2,53,2,10,1968,2,1,1,2,1,2,2,3, , ,2, , , , ,2,2,2,2,2,2,3,2,7,2, , ,2, , , , , , , , , ,13,5,7,2022,1,116.048333392725,1.15417135176969,2,3,3
621,12,1,1,1,2,31,2,1,1990,1,1,1,6,1,1,1,2,4,4,2, , , , ,1, , , , , , , , , , , , ,263,8610,1, ,48,3,2, , ,13,30,8,2022,1,116.048333392725,1.15417135176969,2,3,3
621,12,1,1,2,1,12,25,4,2010,3,1,1,7, ,1,1,1,2,6,2, , , , ,2,2,2,2,2,2,4,2,6,2, , ,2, , , , , , , , , ,13,30,8,2022,1,116.048333392725,1.15417135176969,2,3,3
621,12,1,1,3,2,10,21,6,2012,3,1,1, , ,2,1,1,2,4,2, , , , ,2,2,2,2,2,2,4,2,6,2, , ,2, , , , , , , , , ,13,30,8,2022,1,116.048333392725,1.15417135176969,2,3,3
621,13,1,1,1,2,31,5,5,1991,1,1,1,6,1,1,1,2,4,4,2, , , , ,2,2,2,2,2,2,2,1, , , , ,1,235,8510,2, ,40,3,2, , ,13,5,7,2022,1,116.048333392725,1.15417135176969,2,3,2
621,13,1,1,2,2,7,21,4,2015,3,1,1, , ,1,1,1,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,13,5,7,2022,1,116.048333392725,1.15417135176969,2,3,2
621,13,1,1,3,1,5,16,6,2017,3,1,1, , ,2,2,1,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,13,5,7,2022,1,116.048333392725,1.15417135176969,2,3,2
621,14,1,1,1,1,52,15,3,1970,1,1,1,1,1,1,1,2,3,4,2, , , , ,1, , , , , , , , , , , , ,311,7110,3, ,48,3,2, , ,13,5,7,2022,1,116.048333392725,1.15417135176969,2,3,4
621,14,1,1,2,2,42,25,5,1980,2,1,1,1,1,2,1,2,3,4,2, , , , ,2,2,2,2,2,2,3,2,7,2, , ,2, , , , , , , , , ,13,5,7,2022,1,116.048333392725,1.15417135176969,2,3,4
621,15,1,1,1,2,56,3,2,1966,2,1,1,2,1,1,1,2,3,1,2, , , , ,2,2,2,2,2,2,3,1, , , , ,1,524,5610,3, ,48,2,2, , ,13,5,7,2022,1,116.048333392725,1.15417135176969,2,3,1
621,15,1,1,2,1,54,25,10,1967,1,1,1,2,1,2,1,2,2,7,2, , , , ,1, , , , , , , , , , , , ,524,4752,3, ,48,3,2, , ,13,5,7,2022,1,116.048333392725,1.15417135176969,2,3,1
621,16,1,1,1,1,30,18,1,1992,1,2,1,7,1,2,1,2,2,5,2, , , , ,1, , , , , , , , , , , , ,711,4100,7, ,50,5,2, , ,13,5,7,2022,1,116.048333392725,1.15417135176969,2,3,1
621,17,1,1,1,2,40,16,6,1982,1,1,1,6,1,2,1,2,2,6,2, , , , ,1, , , , , , , , , , , , ,911,9700,3, ,48,2,2, , ,13,5,7,2022,1,116.048333392725,1.15417135176969,2,3,1
621,18,1,1,1,1,27,15,12,1994,1,1,1,2,1,1,1,2,3,4,2, , , , ,1, , , , , , , , , , , , ,723,4520,3, ,48,6,2, , ,13,5,7,2022,1,116.048333392725,1.15417135176969,2,3,2
621,18,1,1,2,2,24,10,1,1998,2,1,1,2,1,1,1,2,3,4,2, , , , ,2,1, , , , , , , , , , , ,421,9200,3, ,48,3,2, , ,13,5,7,2022,1,116.048333392725,1.15417135176969,2,3,2
621,18,1,1,3,2,8,17,4,2014,3,1,1, , ,1,1,1,2,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,13,5,7,2022,1,116.048333392725,1.15417135176969,2,3,2
621,18,1,1,4,2,3,9,11,2018,3,1,1, , ,2,2,3, , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,13,5,7,2022,1,116.048333392725,1.15417135176969,2,3,2
621,19,1,1,1,2,26,1,11,1995,1,1,1,3,1,1,1,2,4,0,2, , , , ,1, , , , , , , , , , , , ,421,9200,3, ,72,3,2, , ,13,5,7,2022,1,116.048333392725,1.15417135176969,2,3,3
621,19,1,1,2,2,7,4,1,2015,3,1,1, , ,2,1,1,2,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,13,5,7,2022,1,116.048333392725,1.15417135176969,2,3,3
621,20,1,1,1,1,57,12,8,1964,1,1,1,7,1,2,2,3, , ,2, , , , ,2,2,2,2,2,2,6,2,11,2, , ,2, , , , , , , , , ,13,7,7,2022,1,116.048333392725,1.15417135176969,2,3,4
621,21,1,1,1,1,45,3,5,1977,1,1,1,2,1,1,1,2,8,98,2, , , , ,1, , , , , , , , , , , , ,711,4100,7, ,48,1,2, , ,13,30,8,2022,1,116.048333392725,1.15417135176969,2,3,4
621,21,1,1,2,2,42,23,5,1980,2,1,1,2,1,2,1,2,2,5,2, , , , ,2,2,2,2,2,2,3,2,7,2, , ,2, , , , , , , , , ,13,30,8,2022,1,116.048333392725,1.15417135176969,2,3,4
621,22,1,1,1,2,62,15,7,1959,1,1,1,2,1,1,2,2,2,0,2, , , , ,2,2,2,2,2,2,3,2,7,1,1,1,2, , , , , , , , , ,13,5,7,2022,1,116.048333392725,1.15417135176969,2,3,4
621,22,1,1,2,1,60,18,9,1961,2,1,1,2,1,2,2,2,2,0,2, , , , ,1, , , , , , , , , , , , ,932,4721,7, ,72,4,2, , ,13,5,7,2022,1,116.048333392725,1.15417135176969,2,3,4
621,23,1,1,1,1,32,2,4,1986,1,1,1,2,1,1,1,2,2,3,2, , , , ,1, , , , , , , , , , , , ,722,2511,3, ,72,3,2, , ,13,7,7,2022,1,116.048333392725,1.15417135176969,2,3,2
621,23,1,1,2,2,16,25,12,2005,2,1,1,2,1,1,1,2,2,7,2, , , , ,2,2,2,2,2,2,3,2,7,2, , ,2, , , , , , , , , ,13,7,7,2022,1,116.048333392725,1.15417135176969,2,3,2
621,23,1,1,3,1,1,5,7,2021,3,1,1, , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,13,7,7,2022,1,116.048333392725,1.15417135176969,2,3,2
621,24,1,1,1,1,29,30,3,1992,1,1,1,1,1,1,1,2,4,4,1,4,3,2, ,1, , , , , , , , , , , , ,134,6419,3, ,48,3,2, , ,13,6,7,2022,1,116.048333392725,1.15417135176969,2,3,4
621,24,1,1,2,2,28,23,3,1994,2,1,1,1,1,1,1,2,4,4,2, , , , ,1, , , , , , , , , , , , ,522,4771,7, ,10,1,2, , ,13,6,7,2022,1,116.048333392725,1.15417135176969,2,3,4
621,24,1,1,3,2,4,23,1,2018,3,1,1, , ,1,2,3, , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,13,6,7,2022,1,116.048333392725,1.15417135176969,2,3,4
621,24,1,1,4,1,1,9,2,2021,3,1,1, , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,13,6,7,2022,1,116.048333392725,1.15417135176969,2,3,4
622,1,1,1,1,2,40,29,4,1982,1,1,1,6,1,1,1,2,3,4,2, , , , ,2,2,2,2,2,2,6,2,5,2, , ,1,921,113,3, ,50,4,2, , ,13,6,7,2022,1,121.323257637849,1.20663368594104,2,3,2
622,1,1,1,2,1,35,25,5,1987,11,1,1,7,1,2,1,2,3,3,2, , , , ,1, , , , , , , , , , , , ,833,4711,3, ,48,3,2, , ,13,6,7,2022,1,121.323257637849,1.20663368594104,2,3,2
622,2,1,1,1,2,55,25,5,1967,1,1,1,3,1,1,1,2,3,4,2, , , , ,2,2,2,2,2,2,3,2,7,2, , ,1,412,8411,2, ,48,3,2, , ,13,6,7,2022,1,121.323257637849,1.20663368594104,2,3,3
622,2,1,1,2,1,32,2,9,1989,3,1,1,7,1,2,1,2,3,4,2, , , , ,2,2,2,2,2,2,4,2,6,2, , ,2, , , , , , , , , ,13,6,7,2022,1,121.323257637849,1.20663368594104,2,3,3
622,3,1,1,1,2,74,15,12,1947,1,1,1,6,1,1,2,3, , ,2, , , , ,2,2,2,2,2,2,3,2,7,2, , ,2, , , , , , , , , ,13,6,7,2022,1,121.323257637849,1.20663368594104,2,3,3
622,3,1,1,2,2,17,9,6,2005,3,1,1,7,1,2,1,1,3,3,2, , , , ,2,2,2,2,2,2,4,2,6,2, , ,2, , , , , , , , , ,13,6,7,2022,1,121.323257637849,1.20663368594104,2,3,3
622,4,1,1,1,2,97,25,6,1922,1,1,1,3,1,2,2,3, , ,2, , , , ,2,2,2,2,2,2,6,2,11,2, , ,1,753,9529,4, ,50,1,2, , ,13,6,7,2022,1,121.323257637849,1.20663368594104,2,3,1
622,5,1,1,1,1,32,25,6,1992,1,1,1,2,1,1,1,2,3,4,2, , , , ,1, , , , , , , , , , , , ,422,4752,3, ,48,3,2, , ,13,15,9,2022,1,121.323257637849,1.20663368594104,2,3,4
622,5,1,1,2,2,25,14,3,1990,2,1,1,2,1,2,1,2,3,4,2, , , , ,1, , , , , , , , , , , , ,522,4771,3, ,48,3,2, , ,13,15,9,2022,1,121.323257637849,1.20663368594104,2,3,4
622,7,1,1,1,2,80,12,2,1942,1,1,1,3,1,1,1,2,2,3,2, , , , ,2,2,2,2,2,2,6,2,11,2, , ,2, , , , , , , , , ,13,6,7,2022,1,121.323257637849,1.20663368594104,2,3,4
622,7,1,1,2,1,38,23,2,1984,5,1,1,7,1,1,1,2,2,8,2, , , , ,2,2,2,2,2,2,7,2,4,2, , ,2, , , , , , , , , ,13,6,7,2022,1,121.323257637849,1.20663368594104,2,3,4
622,7,1,1,3,1,35,22,12,1986,5,1,1,7,1,2,1,2,3,4,2, , , , ,2,2,2,2,2,2,7,2,4,2, , ,2, , , , , , , , , ,13,6,7,2022,1,121.323257637849,1.20663368594104,2,3,4
622,8,1,1,1,2,75,17,11,1946,1,1,1,6,1,1,1,1,2,6,2, , , , ,2,2,2,2,2,2,3,2,7,2, , ,2, , , , , , , , , ,13,8,7,2022,1,121.323257637849,1.20663368594104,2,3,4
622,8,1,1,2,1,40,28,3,1982,3,1,1,6,1,2,1,2,4,4,2, , , , ,1, , , , , , , , , , , , ,261,6910,3, ,40,3,2, , ,13,8,7,2022,1,121.323257637849,1.20663368594104,2,3,4
622,9,1,1,1,2,60,26,12,1961,1,1,1,5,1,1,1,2,3,2,2, , , , ,1, , , , , , , , , , , , ,751,5621,7, ,20,1,2, , ,13,6,7,2022,1,121.323257637849,1.20663368594104,2,3,3
622,9,1,1,2,1,14,18,7,2007,5,1,1,7, ,1,1,1,2,7,1,2,1,1,1,2,2,2,2,2,2,4,2,6,2, , ,2, , , , , , , , , ,13,6,7,2022,1,121.323257637849,1.20663368594104,2,3,3
622,9,1,1,3,2,7,16,7,2014,5,1,1, , ,2,1,1,2,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , ,13,6,7,2022,1,121.323257637849,1.20663368594104,2,3,3
622,10,1,1,1,2,90,16,5,1932,1,1,1,6,1,1,2,2,2,98,2, , , , ,2,2,2,2,2,2,6,2,11,2, , ,2, , , , , , , , , ,13,6,7,2022,1,121.323257637849,1.20663368594104,2,3,5
622,10,1,1,2,1,62,16,8,1959,3,1,1,3,1,2,1,2,2,8,2, , , , ,1, , , , , , , , , , , , ,723,4520,3, ,48,3,2, , ,13,6,7,2022,1,121.323257637849,1.20663368594104,2,3,5
622,11,1,1,1,2,84,25,1,1938,1,1,1,3,1,1,1,2,2,6,2, , , , ,2,2,2,2,2,2,3,2,7,2, , ,2, , , , , , , , , ,13,6,7,2022,1,121.323257637849,1.20663368594104,2,3,2
622,11,1,1,2,1,47,15,5,1975,3,1,1,7,1,2,1,2,3,4,2, , , , ,1, , , , , , , , , , , , ,611,111,7, ,72,4,2, , ,13,6,7,2022,1,121.323257637849,1.20663368594104,2,3,2
622,12,1,1,1,2,88,30,7,1933,1,1,1,3,1,2,1,2,2,98,2, , , , ,2,2,2,2,2,2,6,2,11,2, , ,2, , , , , , , , , ,13,6,7,2022,1,121.323257637849,1.20663368594104,2,3,2
622,13,1,1,1,1,44,13,1,1978,1,1,1,2,1,1,1,2,2,7,2, , , , ,1, , , , , , , , , , , , ,411,4620,3, ,40,3,2, , ,13,6,7,2022,1,121.323257637849,1.20663368594104,2,3,4
622,13,1,1,2,2,25,15,1,1997,2,1,1,2,1,1,1,1,4,1,2, , , , ,2,2,2,2,2,2,3,1, , , , ,1,522,4771,7, ,25,1,3, , ,13,6,7,2022,1,121.323257637849,1.20663368594104,2,3,4
622,13,1,1,3,1,11,5,9,2010,3,1,1, , ,1,1,1,2,6,1,1,2,2,2,2,2,2,2,2,2,4,2,6,2, , ,2, , , , , , , , , ,13,6,7,2022,1,121.323257637849,1.20663368594104,2,3,4
622,13,1,1,4,2,10,22,8,2011,13,1,1, , ,2,1,1,2,5,1,13,1,1,1,2,2,2,2,2,2,4,2,6,2, , ,2, , , , , , , , , ,13,6,7,2022,1,121.323257637849,1.20663368594104,2,3,4
622,14,1,1,1,2,73,2,3,1949,6,1,1,3,1,1,2,3, , ,2, , , , ,2,2,2,2,2,2,6,2,11,2, , ,1,912,9700,8, ,40,2,3, , ,13,6,7,2022,1,121.323257637849,1.20663368594104,2,3,3
622,14,1,1,2,1,48,24,11,1973,2,1,1,1,1,1,1,2,3,1,2, , , , ,2,2,2,2,2,2,96,2,96,2, , ,1,711,4100,3, ,50,2,3, , ,13,6,7,2022,1,121.323257637849,1.20663368594104,2,3,3
622,14,1,1,3,2,43,10,10,1978,1,1,1,2,1,1,1,2,3,4,2, , , , ,1, , , , , , , , , , , , ,522,4719,3, ,24,3,2, , ,13,6,7,2022,1,121.323257637849,1.20663368594104,2,3,3
622,14,1,1,4,2,25,19,7,1996,3,1,1,1,1,1,1,1,4,2,2, , , , ,2,2,2,2,2,2,4,2,6,2, , ,2, , , , , , , , , ,13,6,7,2022,1,121.323257637849,1.20663368594104,2,3,3
622,14,1,1,5,2,18,13,6,2004,3,1,1,7,3,1,1,1,3,4,2, , , , ,2,2,2,2,2,2,4,2,6,2, , ,2, , , , , , , , , ,13,6,7,2022,1,121.323257637849,1.20663368594104,2,3,3
622,14,1,1,6,2,11,27,9,2010,3,1,1, , ,2,1,1,2,6,2, , , , ,2,2,2,2,2,2,4,2,6,2, , ,2, , , , , , , , , ,13,6,7,2022,1,121.323257637849,1.20663368594104,2,3,3
622,15,1,1,1,1,40,27,6,1982,1,1,1,2,1,1,1,2,3,4,1,2,3,2, ,1, , , , , , , , , , , , ,522,4759,3, ,48,3,2, , ,13,6,7,2022,1,121.323257637849,1.20663368594104,2,3,4
622,15,1,1,2,2,36,10,11,1985,2,1,1,2,1,1,1,2,3,2,2, , , , ,2,2,2,2,2,2,3,2,7,2, , ,1,412,4759,3, ,48,3,3, , ,13,6,7,2022,1,121.323257637849,1.20663368594104,2,3,4
622,15,1,1,3,2,15,29,11,2006,3,1,1,7, ,1,1,1,3,2,2, , , , ,2,2,2,2,2,2,4,2,6,2, , ,2, , , , , , , , , ,13,6,7,2022,1,121.323257637849,1.20663368594104,2,3,4
622,15,1,1,4,1,7,4,4,2015,3,1,1, , ,2,1,1,2,0,1,2,1,2,1, , , , , , , , , , , , , , , , , , , , , , ,13,6,7,2022,1,121.323257637849,1.20663368594104,2,3,4
622,16,1,1,1,2,58,27,6,1964,1,1,1,3,1,1,1,2,3,4,2, , , , ,1, , , , , , , , , , , , ,532,8790,3, ,48,2,2, , ,13,6,7,2022,1,121.323257637849,1.20663368594104,2,3,4
622,16,1,1,2,2,35,15,12,1986,3,1,1,2,1,1,1,2,4,4,2, , , , ,2,2,2,2,2,2,2,1, , , , ,1,211,4620,3, ,48,3,3, , ,13,6,7,2022,1,121.323257637849,1.20663368594104,2,3,4
622,16,1,1,3,1,13,27,11,2008,5,1,1,7, ,1,1,1,3,2,1,2,1,1,2,2,2,2,2,2,2,4,2,6,2, , ,2, , , , , , , , , ,13,6,7,2022,1,121.323257637849,1.20663368594104,2,3,4
622,16,1,1,4,2,0,20,10,2021,5,1,1, , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,13,6,7,2022,1,121.323257637849,1.20663368594104,2,3,4
622,17,1,1,1,2,72,22,2,1950,1,1,1,4,1,2,1,2,3,4,2, , , , ,2,2,2,2,2,2,6,2,11,2, , ,1,541,8010,3, ,40,3,3, , ,13,6,7,2022,1,121.323257637849,1.20663368594104,2,3,3
622,18,1,1,1,2,76,5,6,1946,1,1,1,6,1,2,1,2,3,1,2, , , , ,2,2,2,2,2,2,6,2,11,2, , ,1,711,4100,8, ,48,2,3, , ,13,6,7,2022,1,121.323257637849,1.20663368594104,2,3,3
622,19,1,1,1,2,72,24,9,1950,1,1,1,3,1,2,1,2,3,2,2, , , , ,2,2,2,2,2,2,8,2,13,2, , ,1,515,8412,1, ,40,3,2, , ,13,7,7,2022,1,121.323257637849,1.20663368594104,2,3,4
622,20,1,1,1,1,74,17,8,1947,1,1,1,2,1,1,1,2,2,3,2, , , , ,2,2,2,2,2,2,6,2,11,2, , ,1,611,113,7, ,46,4,2, , ,13,6,7,2022,1,121.323257637849,1.20663368594104,2,3,2
622,20,1,1,2,2,72,3,3,1950,2,1,1,2,1,1,1,2,2,4,2, , , , ,2,2,2,2,2,2,3,2,7,2, , ,2, , , , , , , , , ,13,6,7,2022,1,121.323257637849,1.20663368594104,2,3,2
622,20,1,1,3,2,51,13,9,1970,3,1,1,7,1,2,2,3, , ,2, , , , ,2,2,2,2,2,2,7,2,4,2, , ,2, , , , , , , , , ,13,6,7,2022,1,121.323257637849,1.20663368594104,2,3,2
622,21,1,1,1,1,74,21,9,1947,1,1,1,1,1,1,1,2,3,4,2, , , , ,2,2,2,2,2,2,8,2,13,2, , ,1,754,161,3, ,40,3,2, , ,13,15,9,2022,1,121.323257637849,1.20663368594104,2,3,3
622,21,1,1,2,2,67,10,12,1954,2,1,1,1,1,2,1,2,2,4,2, , , , ,1, , , , , , , , , , , , ,522,4782,7, ,15,1,2, , ,13,15,9,2022,1,121.323257637849,1.20663368594104,2,3,3
622,23,1,1,1,2,59,11,2,1963,1,1,1,6,1,1,1,2,3,1,2, , , , ,1, , , , , , , , , , , , ,531,9700,7, ,56,1,2, , ,13,6,7,2022,1,121.323257637849,1.20663368594104,2,3,3
622,23,1,1,2,2,13,25,11,2008,5,1,1,7, ,2,1,1,3,0,2, , , , ,2,2,2,2,2,2,4,2,6,2, , ,2, , , , , , , , , ,13,6,7,2022,1,121.323257637849,1.20663368594104,2,3,3
622,24,1,1,1,2,87,10,5,1935,1,1,1,3,1,1,2,3, , ,2, , , , ,2,2,2,2,2,2,6,2,11,2, , ,2, , , , , , , , , ,13,6,7,2022,1,121.323257637849,1.20663368594104,2,3,3
622,24,1,1,2,2,68,29,8,1953,3,1,1,6,1,1,2,3, , ,2, , , , ,2,2,2,2,2,2,6,2,5,2, , ,1,911,9700,8, ,48,2,2, , ,13,6,7,2022,1,121.323257637849,1.20663368594104,2,3,3
622,24,1,1,3,1,26,14,5,1996,5,1,1,7,1,2,1,2,3,4,2, , , , ,1, , , , , , , , , , , , ,933,2021,3, ,48,3,2, , ,13,6,7,2022,1,121.323257637849,1.20663368594104,2,3,3
