periodo,tipoEntidad,entidad,sectorEconomico,cantidadCredito,deuda,tasaPorDeuda,tasaPromedioPonderado,deudaCapital,deudaVencida,deudaVencidaDe31A90Dias,valorDesembolso,valorGarantia,valorProvisionCapitalYRendimiento
2016-01,BANCOS MÚLTIPLES,ADEMI,Q - ACTIVIDADES DE ORGANIZACIONES Y ÓRGANOS EXTRATERRITORIALES,3,49498.51,2123870.04,42.907757021372966,48470.03,0,0,10498.35,0,494.97
2016-01,BANCOS MÚLTIPLES,ADEMI,"P - ACTIVIDADES DE LOS HOGARES EN CALIDAD DE EMPLEADORES, ACTIVIDADES INDIFERENCIADAS DE PRODUCCIÓN DE BIENES Y SERVICIOS DE LOS HOGARES PARA USO PROPIO",167,4755933.050000002,154037999.1832,32.38859705630212,4659193.54,104764.68999999999,37353.52,468770.13000000006,5774084.87,92718.68000000002
2016-01,BANCOS MÚLTIPLES,ADEMI,L - ADMINISTRACIÓN PÚBLICA Y DEFENSA: PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA,121,9029100.969999995,280115748.1012,31.023658837342712,8783689.729999999,253403.83,103979.20999999999,597567.1,8582675,195012.11000000007
2016-01,BANCOS MÚLTIPLES,ADEMI,B - PESCA,264,11850383.430000005,354027323.81000006,29.874756871896416,11408699.250000002,576701.1699999999,54251.39,559677.51,2380843.08,516173.0399999997
2016-01,BANCOS MÚLTIPLES,ADEMI,C - EXPLOTACIÓN DE MINAS Y CANTERAS,39,26366890.61,434319379.08720005,16.472150073034342,25778668.9,63940.340000000004,26845.940000000002,179716.02,18307321.33,290927.82
2016-01,BANCOS MÚLTIPLES,ADEMI,M - ENSEÑANZA,872,141118358.60999995,2833953859.6828012,20.08210616674492,138247381.79999995,753092.54,217436.17999999996,2461426.8,550498610.3000001,2103753.449999999
2016-01,BANCOS MÚLTIPLES,ADEMI,"E - SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO",154,150634380.1,1500400046.6516001,9.960541847455714,149970469.3199999,616949.3099999999,23510.67,138933352.96999997,3577572.8,415998.82999999996
2016-01,BANCOS MÚLTIPLES,ADEMI,N - SERVICIOS SOCIALES Y RELACIONADOS CON LA SALUD HUMANA,1670,238133391.77,5312767856.1901,22.31004991236765,234496007.7399999,11006759.03,391984.3300000001,85420761.11999999,120668184.36,5583261.570000004
2016-01,BANCOS MÚLTIPLES,ADEMI,J - ACTIVIDADES FINANCIERAS Y DE SEGURO,314,435480916.99,6189280427.922803,14.212518129847073,430531919.90999967,2782808.5400000005,191735.14,22050519.049999997,142538128,6644311.5699999975
2016-01,BANCOS MÚLTIPLES,ADEMI,D - INDUSTRIA MANUFACTURERA,4791,472887030.28999954,10718109951.286602,22.6652652002608,463642603.6400003,12631783.49,1369733.680000001,22313001.250000004,495382893.03,13840913.340000004
2016-01,BANCOS MÚLTIPLES,ADEMI,"O - Otras actividades de servicios comunitarios, sociales y personales",13557,481650538.1299994,15248735298.124098,31.659334083435414,467934997.8200003,27351821.589999996,3838923.2699999996,46163638.94000005,80830302.96,23184049.689999968
2016-01,BANCOS MÚLTIPLES,ADEMI,H - ALOJAMIENTO Y SERVICIOS DE COMIDA,9947,483964549.81000036,13882840181.775423,28.685655152274453,471534900.65,23070024.71000002,2828222.84,30219975.609999992,223276447.98999998,20341728.769999992
2016-01,BANCOS MÚLTIPLES,ADEMI,F - CONSTRUCCIÓN,2448,558918653.8899999,10271007890.596006,18.376570220212102,542080856.749999,26154593.47999999,15587275.519999998,25723861.160000008,633122226.2900001,18962969.179999996
2016-01,BANCOS MÚLTIPLES,ADEMI,I - TRANSPORTE Y ALMACENAMIENTO,13462,684805906.2799999,21580530218.159607,31.513352937315165,666634364.5900006,23252945.009999998,4026660.5600000005,61173669.85000001,142018684.35,22281671.610000003
2016-01,BANCOS MÚLTIPLES,ADEMI,Z - COMPRA Y REMODELACIÓN DE VIVIENDAS,669,716107296.1700003,12967686857.8235,18.10858083303907,704007626.5200002,7244979.949999999,235731.65999999997,10006256,0,12407351.83
2016-01,BANCOS MÚLTIPLES,ADEMI,"K - ACTIVIDADES INMOBILIARIAS, ALQUILER Y ACTIVIDADES EMPRESARIALES",7059,1059613420.5000002,25115851907.904213,23.702844284524808,1028420717.6299995,37515272.15000002,1684096.740000001,88451123.42999998,1076943900.02,18110322.739999995
2016-01,BANCOS MÚLTIPLES,ADEMI,"A - AGRICULTURA, GANADERÍA, CAZA Y SILVICULTURA",13227,1356776915.0600019,39783355909.405365,29.3219581405142,1265538728.6299999,64055604.949999996,15019857.709999999,86884355.11000003,278306999.26,50288881.999999955
2016-01,BANCOS MÚLTIPLES,ADEMI,Y - CONSUMO DE BIENES Y SERVICIOS,72062,2685553347.8299994,84172874836.91867,31.34284221348001,2612634580.6600037,103772953.33000016,8199317.519999988,257828802.4900001,0,94864092.54999991
2016-01,BANCOS MÚLTIPLES,ADEMI,G - COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE LOS VEHÍCULOS DE MOTOR Y DE LAS MOTOCICLETAS,84109,3981361027.8899975,119776199984.66689,30.084234799511435,3873183018.0100036,181832750.49999997,26638793.20999999,322653872.05,1607743026.3999996,162516421.33000025
2016-01,BANCOS MÚLTIPLES,BANCAMERICA,"E - SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO",1,144453.2,2600157.6,18,142318.42,0,0,0,1,1444.53
2016-01,BANCOS MÚLTIPLES,BANCAMERICA,L - ADMINISTRACIÓN PÚBLICA Y DEFENSA: PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA,5,199312.02,11140410.96,55.894325690944285,190583.58000000002,0,0,3568.18,1,1993.11
2016-01,BANCOS MÚLTIPLES,BANCAMERICA,"P - ACTIVIDADES DE LOS HOGARES EN CALIDAD DE EMPLEADORES, ACTIVIDADES INDIFERENCIADAS DE PRODUCCIÓN DE BIENES Y SERVICIOS DE LOS HOGARES PARA USO PROPIO",36,6504813.2700000005,267087926.36499995,41.060045120249846,6358301.61,0,0,513515.00999999995,10757529.8,69596.87
2016-01,BANCOS MÚLTIPLES,BANCAMERICA,B - PESCA,1,7194370.84,114750214.898,15.950000000000001,7100000,0,0,0,2524223.7,71943.71
2016-01,BANCOS MÚLTIPLES,BANCAMERICA,H - ALOJAMIENTO Y SERVICIOS DE COMIDA,23,16855837.500000004,809290199.2700001,48.01245854855921,16216500.180000002,7350090.38,101659.33000000002,2465355.86,440015,5745075.770000001
2016-01,BANCOS MÚLTIPLES,BANCAMERICA,M - ENSEÑANZA,31,18289201.490000002,491028716.18499994,26.848012826228636,18161775.63,19101.42,0,3969077.9600000004,8,198573.32
2016-01,BANCOS MÚLTIPLES,BANCAMERICA,C - EXPLOTACIÓN DE MINAS Y CANTERAS,23,33323758.859999992,723719291.2300001,21.71781683664483,31983259.79,2409865.58,0,423072.94000000006,37105915.8,747896.4800000001
2016-01,BANCOS MÚLTIPLES,BANCAMERICA,"A - AGRICULTURA, GANADERÍA, CAZA Y SILVICULTURA",20,50648344.20999999,677505031.98,13.376647204317365,50340954.53,15795.56,15795.56,0,158016797,529249.1
2016-01,BANCOS MÚLTIPLES,BANCAMERICA,I - TRANSPORTE Y ALMACENAMIENTO,57,55315745.5,1161226097.7699995,20.992686391074663,47215313.39,31964.7,31964.7,2604722.33,21762536.14,18724790.32
2016-01,BANCOS MÚLTIPLES,BANCAMERICA,N - SERVICIOS SOCIALES Y RELACIONADOS CON LA SALUD HUMANA,15,56214008.559999995,1021479566.149,18.171263574963245,55473906.87,0,0,86109.5,142513694.26,593719.4500000001
2016-01,BANCOS MÚLTIPLES,BANCAMERICA,J - ACTIVIDADES FINANCIERAS Y DE SEGURO,37,76663998.13,940492619.9105,12.267722044912087,76229340.69999999,152614,0,10035758.879999999,760012,1908505.7
2016-01,BANCOS MÚLTIPLES,BANCAMERICA,"O - Otras actividades de servicios comunitarios, sociales y personales",52,76896552.89999999,1247756208.517,16.226425781915644,75085620.82000001,35763427.21,21248.1,7046666.08,152233368.59,7741912.579999998
2016-01,BANCOS MÚLTIPLES,BANCAMERICA,D - INDUSTRIA MANUFACTURERA,57,163428484.51999998,2452112799.8025,15.004194691057153,153883253.17,4869954.89,133512.26,2523319.12,219300086.67000002,12727505.809999999
2016-01,BANCOS MÚLTIPLES,BANCAMERICA,Z - COMPRA Y REMODELACIÓN DE VIVIENDAS,151,257867418.35999995,3509466811.8182006,13.609578263659325,254034752.97999993,11165425.85,273204.70999999996,0,0,11026952.069999998
2016-01,BANCOS MÚLTIPLES,BANCAMERICA,G - COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE LOS VEHÍCULOS DE MOTOR Y DE LAS MOTOCICLETAS,248,298933938.08000004,4996282927.951001,16.71366911378897,291896674.42999995,33828220.29,358139.97,14282629.030000001,241154075.45,46359245.07
2016-01,BANCOS MÚLTIPLES,BANCAMERICA,"K - ACTIVIDADES INMOBILIARIAS, ALQUILER Y ACTIVIDADES EMPRESARIALES",87,385026391.8,4566690115.988,11.860719714923189,380227262.49,39571835.260000005,308279.56,8123882.42,545036651.0799998,11098604.520000003
2016-01,BANCOS MÚLTIPLES,BANCAMERICA,F - CONSTRUCCIÓN,79,481947757.89,6705621550.0575,13.913585944284016,470795874.32000005,3252996.77,34568.729999999996,11565560.990000002,3253022146.6000004,14482601.969999999
2016-01,BANCOS MÚLTIPLES,BANCAMERICA,Y - CONSUMO DE BIENES Y SERVICIOS,25123,997368013.0899998,34997082822.7753,35.08943776364849,967707774.3499999,87652731.68,3018750.060000001,121269266.37,0,66711522.660000026
2016-01,BANCOS MÚLTIPLES,BANESCO,C - EXPLOTACIÓN DE MINAS Y CANTERAS,4,7632277.779999999,126420000.08,16.56386254851432,7500000,32500,32500,0,0,128050.56
2016-01,BANCOS MÚLTIPLES,BANESCO,M - ENSEÑANZA,13,29999684.92,439038997.89,14.634786967289253,29900269.820000004,0,0,994892.26,2388630,314330.58999999997
2016-01,BANCOS MÚLTIPLES,BANESCO,L - ADMINISTRACIÓN PÚBLICA Y DEFENSA: PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA,10,106910843.2,1057025289.5734999,9.886979261739654,102810003.75,5168457.38,4308811.72,131915.28999999998,0,1162738.1800000002
2016-01,BANCOS MÚLTIPLES,BANESCO,N - SERVICIOS SOCIALES Y RELACIONADOS CON LA SALUD HUMANA,42,132240574.62,1920978024.3800004,14.526388968741463,131075819.49999999,11497250.08,4580319,862486.39,17574528.9,7186307.11
2016-01,BANCOS MÚLTIPLES,BANESCO,J - ACTIVIDADES FINANCIERAS Y DE SEGURO,16,165472107.51000002,1750093256.9115,10.576364096926342,164728543.88000005,401428.19,401428.19,1242963.89,142363200,1664807.45
2016-01,BANCOS MÚLTIPLES,BANESCO,Q - ACTIVIDADES DE ORGANIZACIONES Y ÓRGANOS EXTRATERRITORIALES,68,187910612.99999997,3267287925.0529995,17.38745817966652,186322443.25999996,10292355.659999998,7156729.859999999,10451308.409999998,364197830.70000005,5898091.030000001
2016-01,BANCOS MÚLTIPLES,BANESCO,"A - AGRICULTURA, GANADERÍA, CAZA Y SILVICULTURA",36,212548252.34,1868265563.243,8.789842036689409,211887024.85000002,10047838.97,8449450.08,49927192.550000004,301592471.55,6218658.61
2016-01,BANCOS MÚLTIPLES,BANESCO,I - TRANSPORTE Y ALMACENAMIENTO,33,222896889.25999996,3067152828.0851994,13.760411095318128,221167293.67999998,2760451.33,0,6883755.14,478114666.82,4701364.379999999
2016-01,BANCOS MÚLTIPLES,BANESCO,"P - ACTIVIDADES DE LOS HOGARES EN CALIDAD DE EMPLEADORES, ACTIVIDADES INDIFERENCIADAS DE PRODUCCIÓN DE BIENES Y SERVICIOS DE LOS HOGARES PARA USO PROPIO",132,317776424.31999993,5184920201.915,16.31625194666361,312677574.44,17231282.73,210453.34,34297237.68,458503166.06000006,6745667.879999998
2016-01,BANCOS MÚLTIPLES,BANESCO,"O - Otras actividades de servicios comunitarios, sociales y personales",110,449384582.35,4489321920.059999,9.98993311382348,446961565.75,1523916.8900000001,0,12853434.46,498718745.1,9722324.969999999
2016-01,BANCOS MÚLTIPLES,BANESCO,H - ALOJAMIENTO Y SERVICIOS DE COMIDA,77,723371088.6599998,4962491233.202503,6.8602288797513475,716707362.71,13941252.18,7357850.75,7355125.66,10085777142.369999,14853079.070000002
2016-01,BANCOS MÚLTIPLES,BANESCO,"K - ACTIVIDADES INMOBILIARIAS, ALQUILER Y ACTIVIDADES EMPRESARIALES",110,847882558.5700003,7960545945.892801,9.388736524217094,843535349.4299998,7287828.66,3747708.99,22543665.880000003,1489327521.2199998,15892329.24
2016-01,BANCOS MÚLTIPLES,BANESCO,D - INDUSTRIA MANUFACTURERA,81,981686811.38,8207796159.188301,8.360911101219994,974954718.2700001,1188772.45,832070.26,28701121.46,3250673355.0899997,15804461.089999998
2016-01,BANCOS MÚLTIPLES,BANESCO,F - CONSTRUCCIÓN,113,1512434341.7499998,14657156825.238094,9.691102893285713,1502770646.7999997,6612429.6899999995,4996198.709999999,96527321.30000001,8394822743.14,32207886.490000002
2016-01,BANCOS MÚLTIPLES,BANESCO,G - COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE LOS VEHÍCULOS DE MOTOR Y DE LAS MOTOCICLETAS,643,1569781814.7900007,21292356713.132496,13.563895639841455,1552470577.6700006,99951004.67,15807298.1,90228371.03,2081967904.66,59669165.670000024
2016-01,BANCOS MÚLTIPLES,BANESCO,Z - COMPRA Y REMODELACIÓN DE VIVIENDAS,401,1626354033.85,14980294144.890999,9.210967497297483,1618512287.3600004,2139190.4099999997,790812.44,38842913.06,0,18614228.31
2016-01,BANCOS MÚLTIPLES,BANESCO,"E - SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO",40,2102007537.8299994,16485053827.954998,7.842528407378258,2097288236.04,1001416.67,1001416.67,1418246071.54,852175113.16,13728922.48
2016-01,BANCOS MÚLTIPLES,BANESCO,Y - CONSUMO DE BIENES Y SERVICIOS,41491,2678504702.67,70783743842.89954,26.426589347534293,2628546456.0799975,115942814.55000001,6457992.06,357383794.83000016,0,97355917.01999995
2016-01,BANCOS MÚLTIPLES,BANRESERVAS,Q - ACTIVIDADES DE ORGANIZACIONES Y ÓRGANOS EXTRATERRITORIALES,13,86886.48,5213188.8,60,86886.48,0,0,348000,0,868.86
2016-01,BANCOS MÚLTIPLES,BANRESERVAS,B - PESCA,36,12070664.27,215946329.6504,17.89017777481438,11917191.08,89338.38,0,225000,4518623.739999999,136885.21000000002
2016-01,BANCOS MÚLTIPLES,BANRESERVAS,C - EXPLOTACIÓN DE MINAS Y CANTERAS,137,434979008.6300001,4560133748.6641,10.483571984373665,433045385.38000005,8582821.47,755921.64,2780425.56,52795541.02,14515956.790000001
2016-01,BANCOS MÚLTIPLES,BANRESERVAS,M - ENSEÑANZA,834,482765251.39000005,8222313332.244395,17.031700828861087,477150565.8599995,39566313.24000001,1165886.8399999999,9755455.69,263404947.51,16727516.409999989
2016-01,BANCOS MÚLTIPLES,BANRESERVAS,"P - ACTIVIDADES DE LOS HOGARES EN CALIDAD DE EMPLEADORES, ACTIVIDADES INDIFERENCIADAS DE PRODUCCIÓN DE BIENES Y SERVICIOS DE LOS HOGARES PARA USO PROPIO",1070,482978827.2299999,8182312693.4399,16.941348630886033,474554454.30999994,20936604.099999994,2090489.3399999992,3490799,165605840.39999998,17017414.82999999
2016-01,BANCOS MÚLTIPLES,BANRESERVAS,N - SERVICIOS SOCIALES Y RELACIONADOS CON LA SALUD HUMANA,1772,2014838766.91,28962242151.959003,14.374471360989405,1993271408.8599992,54941611.440000005,3384295.5699999994,26222213.86,614088839.6700001,82707496.80999991
2016-01,BANCOS MÚLTIPLES,BANRESERVAS,"O - Otras actividades de servicios comunitarios, sociales y personales",6841,3440504508.39,53739773765.47733,15.619736475981282,3399830236.1000023,141493927.9,10704392.950000005,69973623.01,1526486650.6800003,121240894.62000006
2016-01,BANCOS MÚLTIPLES,BANRESERVAS,I - TRANSPORTE Y ALMACENAMIENTO,2599,5652269800.549993,66652135848.57422,11.792100908220739,5597841425.030002,48831164.30999998,5782368.18,51886887.42,1895759111.0000007,193454871.52000016
2016-01,BANCOS MÚLTIPLES,BANRESERVAS,"A - AGRICULTURA, GANADERÍA, CAZA Y SILVICULTURA",6542,5916712489.070001,74222745371.98598,12.54459220540095,5863403426.990001,151213869.45999995,15117428.180000007,87110096.92,2025680106.4199996,179508124.29999995
2016-01,BANCOS MÚLTIPLES,BANRESERVAS,"E - SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO",663,7145863702.849999,51674402242.7557,7.231372496252104,7102034795.909998,12279268.81,775146.64,2295318828.8500004,383335715.7100001,112557964.44
2016-01,BANCOS MÚLTIPLES,BANRESERVAS,H - ALOJAMIENTO Y SERVICIOS DE COMIDA,1935,7950734248.459999,61456893681.48442,7.729712975048586,7877146913.06,32079783.150000013,5166943.139999999,356179051.21,5799828355.819999,183407379.3199998
2016-01,BANCOS MÚLTIPLES,BANRESERVAS,D - INDUSTRIA MANUFACTURERA,4175,13478324101.390003,153488775228.59824,11.387823447038874,13286550657.659998,938642077.1999999,22716984.57,95612652.62,9250544878.25,742784337.9699999
2016-01,BANCOS MÚLTIPLES,BANRESERVAS,"K - ACTIVIDADES INMOBILIARIAS, ALQUILER Y ACTIVIDADES EMPRESARIALES",8693,20493746528.66999,181973695257.99063,8.87947428272406,20283658098.37997,226222487.59,11196324.559999995,1616942177.83,4992037858.809998,409577549.1699999
2016-01,BANCOS MÚLTIPLES,BANRESERVAS,G - COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE LOS VEHÍCULOS DE MOTOR Y DE LAS MOTOCICLETAS,26706,22458831060.670002,292944204095.1133,13.043608694671487,22149395150.50998,659545989.3000002,36700852.080000006,576426980.2800002,9254991331.260006,951598975.3700005
2016-01,BANCOS MÚLTIPLES,BANRESERVAS,J - ACTIVIDADES FINANCIERAS Y DE SEGURO,4804,22710742908.999992,220169816841.9889,9.694522883914038,20844528652.809994,30924748.87,1989858.5200000003,68497977.56,1100550944.13,74402399.55000006
2016-01,BANCOS MÚLTIPLES,BANRESERVAS,Z - COMPRA Y REMODELACIÓN DE VIVIENDAS,19489,32130682101.580025,321183884369.8501,9.996173855084635,31835419008.700005,692356934.8000002,29787497.759999994,248555631.41000003,0,837004143.470001
2016-01,BANCOS MÚLTIPLES,BANRESERVAS,L - ADMINISTRACIÓN PÚBLICA Y DEFENSA: PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA,2175,33946251038.370052,456552474120.1223,13.4492752558765,33668836634.82004,1638623.71,223432.91,29033689351.690002,79584306.79999998,4178826.0700000008
2016-01,BANCOS MÚLTIPLES,BANRESERVAS,F - CONSTRUCCIÓN,2636,36256669592.88003,350390163740.2514,9.664157455020632,35415653969.75001,329569180.75,6087574.370000002,884813446.4800001,5861447110.810001,554974050.91
2016-01,BANCOS MÚLTIPLES,BANRESERVAS,Y - CONSUMO DE BIENES Y SERVICIOS,747688,39619285104.89991,892050693081.0286,22.515567626198898,39100336081.18004,912494064.2700022,204590116.4699998,3341478466.079999,0,998077098.1399964
2016-01,BANCOS MÚLTIPLES,BDI,Q - ACTIVIDADES DE ORGANIZACIONES Y ÓRGANOS EXTRATERRITORIALES,1,59.33,474.64,8,59.33,0,0,0,0,1
2016-01,BANCOS MÚLTIPLES,BDI,L - ADMINISTRACIÓN PÚBLICA Y DEFENSA: PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA,4,8475057.75,83038651.08,9.798004158732724,8427328.32,0,0,0,4081509.44,84750.58
2016-01,BANCOS MÚLTIPLES,BDI,"A - AGRICULTURA, GANADERÍA, CAZA Y SILVICULTURA",3,8751004.209999999,79667014.7,9.103756870435788,8692286.94,115599.88,115599.88,0,7053599.75,117554.4
2016-01,BANCOS MÚLTIPLES,BDI,N - SERVICIOS SOCIALES Y RELACIONADOS CON LA SALUD HUMANA,9,9902627.040000001,161420521.54999998,16.30077765202798,9779320.81,39492,39492,0,1113057.67,156296.19
2016-01,BANCOS MÚLTIPLES,BDI,"P - ACTIVIDADES DE LOS HOGARES EN CALIDAD DE EMPLEADORES, ACTIVIDADES INDIFERENCIADAS DE PRODUCCIÓN DE BIENES Y SERVICIOS DE LOS HOGARES PARA USO PROPIO",12,34334092.42,352486981.61500007,10.266384132223992,34038483.25000001,15432.14,15432.14,0,29769905.22,344730.56999999995
2016-01,BANCOS MÚLTIPLES,BDI,H - ALOJAMIENTO Y SERVICIOS DE COMIDA,18,107374584.84,1102732032.4625,10.269953863902643,106873418.68000002,1795.15,1795.15,0,59025666.32,1108320.31
2016-01,BANCOS MÚLTIPLES,BDI,M - ENSEÑANZA,5,144203283.25,2208311275.465,15.313876533840988,142594030.94,0,0,0,138851165.1,1928018.43
2016-01,BANCOS MÚLTIPLES,BDI,"E - SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO",8,228291469.71999997,2185457917.9725,9.573103719788431,227832037.61,56301.79,56301.79,182562400,25404993.689999998,456111.64999999997
2016-01,BANCOS MÚLTIPLES,BDI,"O - Otras actividades de servicios comunitarios, sociales y personales",27,250867234.22999996,2637467423.9849997,10.513399376687504,248937265.33999997,2481207.7199999997,508258.74,2750000,151997677.32,4357233.819999999
2016-01,BANCOS MÚLTIPLES,BDI,J - ACTIVIDADES FINANCIERAS Y DE SEGURO,16,323688091.49,4399604440.377501,13.592110911851144,321371204.1,1539310.65,0,0,135063470,4943459.41
2016-01,BANCOS MÚLTIPLES,BDI,I - TRANSPORTE Y ALMACENAMIENTO,37,342249745.11,3233905278.7425,9.448963293466043,340773008.25,0,0,0,272102224.87,3422497.45
2016-01,BANCOS MÚLTIPLES,BDI,D - INDUSTRIA MANUFACTURERA,68,454791864.2,5137252579.635001,11.295832190559668,450465546.5999999,4634475.75,222310.88,1000400,238700127.28,7459764.98
2016-01,BANCOS MÚLTIPLES,BDI,Y - CONSUMO DE BIENES Y SERVICIOS,15900,856833156.979999,36696600887.421906,42.828175577101895,839857445.7599996,18830992.299999997,794268.0699999998,254135967.57000008,0,20522899.31
2016-01,BANCOS MÚLTIPLES,BDI,Z - COMPRA Y REMODELACIÓN DE VIVIENDAS,267,962675621.4399999,10064630070.875,10.454850883021235,956248512.6300005,8364524.390000001,495132.84,7506111,0,18471079.64999999
2016-01,BANCOS MÚLTIPLES,BDI,G - COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE LOS VEHÍCULOS DE MOTOR Y DE LAS MOTOCICLETAS,169,1277321891.5899997,16269101823.909994,12.736884829914214,1261941022.9299998,19882416.92,1237764.8,12000000,861539829.0700002,24585479.21000001
2016-01,BANCOS MÚLTIPLES,BDI,"K - ACTIVIDADES INMOBILIARIAS, ALQUILER Y ACTIVIDADES EMPRESARIALES",125,1340603402.4300005,13608058616.605003,10.150696762322701,1332430288.31,4031385.59,876560.47,5600000,967951587.9399999,17636391.72
2016-01,BANCOS MÚLTIPLES,BDI,F - CONSTRUCCIÓN,89,1348965326.0999997,16272730550.817497,12.063119960142837,1333767761.31,48875149.84,3954782.19,0,1133395961.74,24272592.869999994
2016-01,BANCOS MÚLTIPLES,BELLBANK,"O - Otras actividades de servicios comunitarios, sociales y personales",1,469219.85,8445957.3,18.000000000000004,450320.04,12696.71,12696.71,0,0,14076.59
2016-01,BANCOS MÚLTIPLES,BELLBANK,"P - ACTIVIDADES DE LOS HOGARES EN CALIDAD DE EMPLEADORES, ACTIVIDADES INDIFERENCIADAS DE PRODUCCIÓN DE BIENES Y SERVICIOS DE LOS HOGARES PARA USO PROPIO",1,1614827.42,21800170.17,13.500000000000002,1593945.48,0,0,0,0,16148.27
2016-01,BANCOS MÚLTIPLES,BELLBANK,J - ACTIVIDADES FINANCIERAS Y DE SEGURO,2,7827300,109582200,14,7800000,0,0,7800000,16976000,78273
2016-01,BANCOS MÚLTIPLES,BELLBANK,"A - AGRICULTURA, GANADERÍA, CAZA Y SILVICULTURA",8,12723488.66,164211723.025,12.906186928216275,12576934.309999999,32714.23,32714.23,1000000,34499022.620000005,846951.09
2016-01,BANCOS MÚLTIPLES,BELLBANK,Y - CONSUMO DE BIENES Y SERVICIOS,535,25698279.100000005,437099965.2754998,17.008919685812725,25370836.97,615308.4,7788.48,1585903.64,0,428518.37
2016-01,BANCOS MÚLTIPLES,BELLBANK,F - CONSTRUCCIÓN,8,29843587.14,417787498.895,13.999238661730125,29320755.41,211877.37,211877.37,0,72099494.74,298435.86
2016-01,BANCOS MÚLTIPLES,BELLBANK,I - TRANSPORTE Y ALMACENAMIENTO,6,35332237.41,599866536.1915,16.977881395694492,34684655.65,401796.87,401796.87,6003903.99,27736800,474920.07999999996
2016-01,BANCOS MÚLTIPLES,BELLBANK,"K - ACTIVIDADES INMOBILIARIAS, ALQUILER Y ACTIVIDADES EMPRESARIALES",8,39225201.04,665228743.7754002,16.95921821017645,38556237.63,6285771.32,0,676035.81,40302500,2966486.47
2016-01,BANCOS MÚLTIPLES,BELLBANK,D - INDUSTRIA MANUFACTURERA,19,40005989.74999999,631642961.8021002,15.788709784441723,39374631.089999996,112002.20999999999,112002.20999999999,2393924.9299999997,41852729.99,723527.9899999999
2016-01,BANCOS MÚLTIPLES,BELLBANK,Z - COMPRA Y REMODELACIÓN DE VIVIENDAS,6,40275876.589999996,555428271.54,13.790594235704505,39920724.15,0,0,11484737.92,0,3214473.7999999993
2016-01,BANCOS MÚLTIPLES,BELLBANK,G - COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE LOS VEHÍCULOS DE MOTOR Y DE LAS MOTOCICLETAS,27,43285120.34,760130883.4405999,17.56102044928726,42359661.31,6091321.57,631427.7,5128986.51,63412000,1872584.2200000002
2016-01,BANCOS MÚLTIPLES,BHD,L - ADMINISTRACIÓN PÚBLICA Y DEFENSA: PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA,18,10464782.55,190543815.4555,18.208100793790504,10370147.06,88440.18,0,1383502.83,2426000,182446.81999999998
2016-01,BANCOS MÚLTIPLES,BHD,Q - ACTIVIDADES DE ORGANIZACIONES Y ÓRGANOS EXTRATERRITORIALES,47,32205557.39,558117462.2435,17.329849487927152,31740645.45,4586291.42,0,1209861.88,5926265.85,4642455.829999999
2016-01,BANCOS MÚLTIPLES,BHD,B - PESCA,36,37089287.14,537746921.0455,14.498712768883378,36881551.010000005,0,0,5114433.140000001,2000000,2087593.8499999999
2016-01,BANCOS MÚLTIPLES,BHD,C - EXPLOTACIÓN DE MINAS Y CANTERAS,74,310219770.05999994,3561430889.02,11.480347910551219,306566918.20000005,26838172.060000002,23946600.930000003,4696549.54,252970651.07999998,5192568.329999998
2016-01,BANCOS MÚLTIPLES,BHD,J - ACTIVIDADES FINANCIERAS Y DE SEGURO,634,828745810.4900002,10216432057.634695,12.327582146803465,824242448.6099995,602744.6699999999,246194.07,30117257.70000001,215582800.83,21109053.869999994
2016-01,BANCOS MÚLTIPLES,BHD,M - ENSEÑANZA,201,902243516.1000001,13174292830.750795,14.60170408062054,894040948.8500003,17905.22,17905.22,13032438.830000002,692292851.9800001,10446569.930000005
2016-01,BANCOS MÚLTIPLES,BHD,N - SERVICIOS SOCIALES Y RELACIONADOS CON LA SALUD HUMANA,1925,1072257812.5500002,15835817978.182203,14.768666446479044,1065574511.3200004,21068580.45,3562894.2899999996,54513266.04,549536928.4899999,30904141.04
