PERIODO,CÓD_MES,MES,CÓD_REGIÓN,REGIÓN,CÓD_PROVINCIA,PROVINCIA,CÓD_MUNICIPIO,MUNICIPIO,CÓD_CAPITULO,UNIDAD_EJECUTORA,CÓD_ECO_TITULO,ECO_TITULO,CÓD_ECO_SUB_TITULO,ECO_SUB_TITULO,CÓD_CONCEPTO,CONCEPTO,CÓD_CUENTA,DES_CUENTA,PERCIBIDO
2023,12,Diciembre,10,Región Ozama o Metropolitana,32,Santo Domingo,0004,Santo Domingo Norte,7250,La Victoria,1.1,Ingresos corrientes,1.1.1,Impuestos,1.1,Impuestos,1.1.3,Impuestos sobre la propiedad ,12300
2023,12,Diciembre,10,Región Ozama o Metropolitana,32,Santo Domingo,0004,Santo Domingo Norte,7250,La Victoria,1.1,Ingresos corrientes,1.1.1,Impuestos,1.1,Impuestos,1.1.4,Impuestos internos sobre mercancías y servicios,8000
2023,12,Diciembre,10,Región Ozama o Metropolitana,32,Santo Domingo,0004,Santo Domingo Norte,7250,La Victoria,1.1,Ingresos corrientes,1.1.1,Impuestos,1.1,Impuestos,1.1.4,Impuestos internos sobre mercancías y servicios,1500
2023,12,Diciembre,10,Región Ozama o Metropolitana,32,Santo Domingo,0004,Santo Domingo Norte,7250,La Victoria,1.1,Ingresos corrientes,1.1.1,Impuestos,1.1,Impuestos,1.1.4,Impuestos internos sobre mercancías y servicios,79100
2023,12,Diciembre,10,Región Ozama o Metropolitana,32,Santo Domingo,0004,Santo Domingo Norte,7250,La Victoria,1.1,Ingresos corrientes,1.1.1,Impuestos,1.1,Impuestos,1.1.4,Impuestos internos sobre mercancías y servicios,2600
2023,12,Diciembre,10,Región Ozama o Metropolitana,32,Santo Domingo,0004,Santo Domingo Norte,7250,La Victoria,1.1,Ingresos corrientes,1.1.3,Ventas de bienes y servicios,1.5,Ingresos por contraprestación,1.5.1,Ventas de bienes y servicios,0
2023,12,Diciembre,10,Región Ozama o Metropolitana,32,Santo Domingo,0004,Santo Domingo Norte,7250,La Victoria,1.1,Ingresos corrientes,1.1.3,Ventas de bienes y servicios,1.5,Ingresos por contraprestación,1.5.1,Ventas de bienes y servicios,1100
2023,12,Diciembre,05,Región Valdesia,17,Peravia,0001,Baní,7251,Las Barias ( Baní ),1.1,Ingresos corrientes,1.1.6,Transferencias y donaciones corrientes recibidas,1.4,Transferencias,1.4.1,Transferencias corrientes,986146.42
2023,12,Diciembre,09,Región Higuamo,30,Hato Mayor,0002,Sabana de la Mar,7252,Las Cañitas - Elupina Cordero,1.1,Ingresos corrientes,1.1.6,Transferencias y donaciones corrientes recibidas,1.4,Transferencias,1.4.1,Transferencias corrientes,1109735
2023,12,Diciembre,09,Región Higuamo,30,Hato Mayor,0002,Sabana de la Mar,7252,Las Cañitas - Elupina Cordero,1.1,Ingresos corrientes,1.1.1,Impuestos,1.1,Impuestos,1.1.4,Impuestos internos sobre mercancías y servicios,0
