PERIODO,COD_MES,MES,CÓD_REGIÓN,REGIÓN,CÓD_PROVINCIA,PROVINCIA,CÓD_MUNICIPIO,MUNICIPIO,CÓD_CAPITULO,UNIDAD_EJECUTORA,CÓD_ECO_TITULO,ECO_TITULO,CÓD_ECO_SUB_TITULO,ECO_SUB_TITULO,CÓD_CONCEPTO,CONCEPTO,CÓD_CUENTA,CUENTA,PERCIBIDO
2022,01,Enero,10,Región Ozama o Metropolitana,01,Distrito Nacional,0001,Santo Domingo de Guzmán,7001,Ayuntamiento del Distrito Nacional,1.1,Ingresos corrientes,1.1.3,Ventas de bienes y servicios,1.5,Ingresos por contraprestación,1.5.1,Ventas de Bienes y Servicios,17488578.100000001
2022,01,Enero,10,Región Ozama o Metropolitana,01,Distrito Nacional,0001,Santo Domingo de Guzmán,7001,Ayuntamiento del Distrito Nacional,1.1,Ingresos corrientes,1.1.3,Ventas de bienes y servicios,1.5,Ingresos por contraprestación,1.5.1,Ventas de Bienes y Servicios,33376
2022,01,Enero,10,Región Ozama o Metropolitana,01,Distrito Nacional,0001,Santo Domingo de Guzmán,7001,Ayuntamiento del Distrito Nacional,1.1,Ingresos corrientes,1.1.3,Ventas de bienes y servicios,1.5,Ingresos por contraprestación,1.5.1,Ventas de Bienes y Servicios,66958004.490000002
2022,01,Enero,10,Región Ozama o Metropolitana,01,Distrito Nacional,0001,Santo Domingo de Guzmán,7001,Ayuntamiento del Distrito Nacional,1.1,Ingresos corrientes,1.1.3,Ventas de bienes y servicios,1.5,Ingresos por contraprestación,1.5.1,Ventas de Bienes y Servicios,249530.25
2022,01,Enero,10,Región Ozama o Metropolitana,01,Distrito Nacional,0001,Santo Domingo de Guzmán,7001,Ayuntamiento del Distrito Nacional,1.1,Ingresos corrientes,1.1.1,Impuestos,1.1,Impuestos,1.1.4,Impuestos Internos sobre Mercancías y Servicios,8378629.8899999997
2022,01,Enero,10,Región Ozama o Metropolitana,01,Distrito Nacional,0001,Santo Domingo de Guzmán,7001,Ayuntamiento del Distrito Nacional,1.1,Ingresos corrientes,1.1.1,Impuestos,1.1,Impuestos,1.1.4,Impuestos Internos sobre Mercancías y Servicios,38000
2022,01,Enero,10,Región Ozama o Metropolitana,01,Distrito Nacional,0001,Santo Domingo de Guzmán,7001,Ayuntamiento del Distrito Nacional,1.1,Ingresos corrientes,1.1.1,Impuestos,1.1,Impuestos,1.1.4,Impuestos Internos sobre Mercancías y Servicios,225909.1
2022,01,Enero,10,Región Ozama o Metropolitana,01,Distrito Nacional,0001,Santo Domingo de Guzmán,7001,Ayuntamiento del Distrito Nacional,1.1,Ingresos corrientes,1.1.1,Impuestos,1.1,Impuestos,1.1.4,Impuestos Internos sobre Mercancías y Servicios,238123
2022,01,Enero,10,Región Ozama o Metropolitana,01,Distrito Nacional,0001,Santo Domingo de Guzmán,7001,Ayuntamiento del Distrito Nacional,1.1,Ingresos corrientes,1.1.1,Impuestos,1.1,Impuestos,1.1.4,Impuestos Internos sobre Mercancías y Servicios,46497
2022,01,Enero,10,Región Ozama o Metropolitana,01,Distrito Nacional,0001,Santo Domingo de Guzmán,7001,Ayuntamiento del Distrito Nacional,1.1,Ingresos corrientes,1.1.1,Impuestos,1.1,Impuestos,1.1.4,Impuestos Internos sobre Mercancías y Servicios,293851.8
2022,01,Enero,10,Región Ozama o Metropolitana,01,Distrito Nacional,0001,Santo Domingo de Guzmán,7001,Ayuntamiento del Distrito Nacional,1.1,Ingresos corrientes,1.1.1,Impuestos,1.1,Impuestos,1.1.9,Impuestos Diversos,1325446.78
2022,01,Enero,10,Región Ozama o Metropolitana,01,Distrito Nacional,0001,Santo Domingo de Guzmán,7001,Ayuntamiento del Distrito Nacional,1.1,Ingresos corrientes,1.1.3,Ventas de bienes y servicios,1.5,Ingresos por contraprestación,1.5.1,Ventas de Bienes y Servicios,674723.79
2022,01,Enero,10,Región Ozama o Metropolitana,01,Distrito Nacional,0001,Santo Domingo de Guzmán,7001,Ayuntamiento del Distrito Nacional,1.1,Ingresos corrientes,1.1.3,Ventas de bienes y servicios,1.5,Ingresos por contraprestación,1.5.1,Ventas de Bienes y Servicios,618365
2022,01,Enero,10,Región Ozama o Metropolitana,01,Distrito Nacional,0001,Santo Domingo de Guzmán,7001,Ayuntamiento del Distrito Nacional,1.1,Ingresos corrientes,1.1.3,Ventas de bienes y servicios,1.5,Ingresos por contraprestación,1.5.1,Ventas de Bienes y Servicios,29940
2022,01,Enero,10,Región Ozama o Metropolitana,01,Distrito Nacional,0001,Santo Domingo de Guzmán,7001,Ayuntamiento del Distrito Nacional,1.1,Ingresos corrientes,1.1.3,Ventas de bienes y servicios,1.5,Ingresos por contraprestación,1.5.1,Ventas de Bienes y Servicios,22300
2022,01,Enero,10,Región Ozama o Metropolitana,01,Distrito Nacional,0001,Santo Domingo de Guzmán,7001,Ayuntamiento del Distrito Nacional,1.1,Ingresos corrientes,1.1.4,Rentas de la propiedad,1.6,Otros ingresos,1.6.1,Rentas de la Propiedad,411750
2022,01,Enero,10,Región Ozama o Metropolitana,01,Distrito Nacional,0001,Santo Domingo de Guzmán,7001,Ayuntamiento del Distrito Nacional,1.1,Ingresos corrientes,1.1.7,Multas y sanciones pecuniarias,1.6,Otros ingresos,1.6.3,Multas y Sanciones,825113.27
2022,01,Enero,01,Región Cibao Norte,18,Puerto Plata,0002,Altamira,7002,Ayuntamiento Municipal de Altamira,1.1,Ingresos corrientes,1.1.3,Ventas de bienes y servicios,1.5,Ingresos por contraprestación,1.5.1,Ventas de Bienes y Servicios,600
2022,01,Enero,01,Región Cibao Norte,18,Puerto Plata,0002,Altamira,7002,Ayuntamiento Municipal de Altamira,1.1,Ingresos corrientes,1.1.3,Ventas de bienes y servicios,1.5,Ingresos por contraprestación,1.5.1,Ventas de Bienes y Servicios,5200
2022,01,Enero,01,Región Cibao Norte,18,Puerto Plata,0002,Altamira,7002,Ayuntamiento Municipal de Altamira,1.1,Ingresos corrientes,1.1.1,Impuestos,1.1,Impuestos,1.1.4,Impuestos Internos sobre Mercancías y Servicios,9100
2022,01,Enero,01,Región Cibao Norte,18,Puerto Plata,0002,Altamira,7002,Ayuntamiento Municipal de Altamira,1.1,Ingresos corrientes,1.1.1,Impuestos,1.1,Impuestos,1.1.4,Impuestos Internos sobre Mercancías y Servicios,25450
2022,01,Enero,01,Región Cibao Norte,18,Puerto Plata,0002,Altamira,7002,Ayuntamiento Municipal de Altamira,1.1,Ingresos corrientes,1.1.1,Impuestos,1.1,Impuestos,1.1.4,Impuestos Internos sobre Mercancías y Servicios,18000
2022,01,Enero,01,Región Cibao Norte,18,Puerto Plata,0002,Altamira,7002,Ayuntamiento Municipal de Altamira,1.1,Ingresos corrientes,1.1.4,Rentas de la propiedad,1.6,Otros ingresos,1.6.1,Rentas de la Propiedad,27000
2022,01,Enero,03,Región Cibao Nordeste,06,Duarte,0002,Arenoso,7003,Ayuntamiento Municipal de Arenoso,1.2,Ingresos de capital,1.2.4,Transferencias de capital recibidas,1.4,Transferencias,1.4.2,Transferencias de Capital,792228.33
2022,01,Enero,03,Región Cibao Nordeste,06,Duarte,0002,Arenoso,7003,Ayuntamiento Municipal de Arenoso,1.1,Ingresos corrientes,1.1.1,Impuestos,1.1,Impuestos,1.1.4,Impuestos Internos sobre Mercancías y Servicios,4200
2022,01,Enero,05,Región Valdesia,02,Azua,0001,Azua,7004,Ayuntamiento Municipal de Azua de CompostELa,1.1,Ingresos corrientes,1.1.6,Transferencias y donaciones corrientes recibidas,1.4,Transferencias,1.4.1,Transferencias Corrientes,5773634.5
2022,01,Enero,05,Región Valdesia,02,Azua,0001,Azua,7004,Ayuntamiento Municipal de Azua de CompostELa,1.1,Ingresos corrientes,1.1.3,Ventas de bienes y servicios,1.5,Ingresos por contraprestación,1.5.1,Ventas de Bienes y Servicios,1400
2022,01,Enero,05,Región Valdesia,02,Azua,0001,Azua,7004,Ayuntamiento Municipal de Azua de CompostELa,3.1,Fuentes financieras,3.1.1,Disminución de activos financieros,3.1,Disminución de activos financieros,3.1.1,Disminución de Activos Financieros Corrientes,21321212.140000001
2022,01,Enero,05,Región Valdesia,21,San Cristóbal,0003,Bajos de Haina,7005,Ayuntamiento Municipal de Bajos de Haina,1.2,Ingresos de capital,1.2.4,Transferencias de capital recibidas,1.4,Transferencias,1.4.2,Transferencias de Capital,5241105.63
2022,01,Enero,05,Región Valdesia,21,San Cristóbal,0003,Bajos de Haina,7005,Ayuntamiento Municipal de Bajos de Haina,1.1,Ingresos corrientes,1.1.3,Ventas de bienes y servicios,1.5,Ingresos por contraprestación,1.5.1,Ventas de Bienes y Servicios,5100
2022,01,Enero,05,Región Valdesia,21,San Cristóbal,0003,Bajos de Haina,7005,Ayuntamiento Municipal de Bajos de Haina,1.1,Ingresos corrientes,1.1.3,Ventas de bienes y servicios,1.5,Ingresos por contraprestación,1.5.1,Ventas de Bienes y Servicios,1100
2022,01,Enero,05,Región Valdesia,21,San Cristóbal,0003,Bajos de Haina,7005,Ayuntamiento Municipal de Bajos de Haina,1.1,Ingresos corrientes,1.1.1,Impuestos,1.1,Impuestos,1.1.4,Impuestos Internos sobre Mercancías y Servicios,8128
2022,01,Enero,05,Región Valdesia,21,San Cristóbal,0003,Bajos de Haina,7005,Ayuntamiento Municipal de Bajos de Haina,1.1,Ingresos corrientes,1.1.1,Impuestos,1.1,Impuestos,1.1.4,Impuestos Internos sobre Mercancías y Servicios,84743
2022,01,Enero,05,Región Valdesia,21,San Cristóbal,0003,Bajos de Haina,7005,Ayuntamiento Municipal de Bajos de Haina,1.1,Ingresos corrientes,1.1.1,Impuestos,1.1,Impuestos,1.1.4,Impuestos Internos sobre Mercancías y Servicios,7000
2022,01,Enero,05,Región Valdesia,21,San Cristóbal,0003,Bajos de Haina,7005,Ayuntamiento Municipal de Bajos de Haina,1.1,Ingresos corrientes,1.1.1,Impuestos,1.1,Impuestos,1.1.9,Impuestos Diversos,2286792.96
2022,01,Enero,05,Región Valdesia,21,San Cristóbal,0003,Bajos de Haina,7005,Ayuntamiento Municipal de Bajos de Haina,1.1,Ingresos corrientes,1.1.4,Rentas de la propiedad,1.6,Otros ingresos,1.6.1,Rentas de la Propiedad,12250
2022,01,Enero,05,Región Valdesia,17,Peravia,0001,Baní,7006,Ayuntamiento Municipal de Baní,1.1,Ingresos corrientes,1.1.3,Ventas de bienes y servicios,1.5,Ingresos por contraprestación,1.5.1,Ventas de Bienes y Servicios,150816.97
2022,01,Enero,05,Región Valdesia,17,Peravia,0001,Baní,7006,Ayuntamiento Municipal de Baní,1.1,Ingresos corrientes,1.1.3,Ventas de bienes y servicios,1.5,Ingresos por contraprestación,1.5.1,Ventas de Bienes y Servicios,82900
2022,01,Enero,05,Región Valdesia,17,Peravia,0001,Baní,7006,Ayuntamiento Municipal de Baní,1.1,Ingresos corrientes,1.1.3,Ventas de bienes y servicios,1.5,Ingresos por contraprestación,1.5.1,Ventas de Bienes y Servicios,12000
2022,01,Enero,05,Región Valdesia,17,Peravia,0001,Baní,7006,Ayuntamiento Municipal de Baní,1.1,Ingresos corrientes,1.1.3,Ventas de bienes y servicios,1.5,Ingresos por contraprestación,1.5.1,Ventas de Bienes y Servicios,1000
2022,01,Enero,05,Región Valdesia,17,Peravia,0001,Baní,7006,Ayuntamiento Municipal de Baní,1.1,Ingresos corrientes,1.1.1,Impuestos,1.1,Impuestos,1.1.4,Impuestos Internos sobre Mercancías y Servicios,980673.84
2022,01,Enero,05,Región Valdesia,17,Peravia,0001,Baní,7006,Ayuntamiento Municipal de Baní,1.1,Ingresos corrientes,1.1.1,Impuestos,1.1,Impuestos,1.1.4,Impuestos Internos sobre Mercancías y Servicios,17795
2022,01,Enero,05,Región Valdesia,17,Peravia,0001,Baní,7006,Ayuntamiento Municipal de Baní,1.1,Ingresos corrientes,1.1.1,Impuestos,1.1,Impuestos,1.1.4,Impuestos Internos sobre Mercancías y Servicios,330724
2022,01,Enero,05,Región Valdesia,17,Peravia,0001,Baní,7006,Ayuntamiento Municipal de Baní,1.1,Ingresos corrientes,1.1.1,Impuestos,1.1,Impuestos,1.1.4,Impuestos Internos sobre Mercancías y Servicios,1869942.3
2022,01,Enero,05,Región Valdesia,17,Peravia,0001,Baní,7006,Ayuntamiento Municipal de Baní,1.1,Ingresos corrientes,1.1.1,Impuestos,1.1,Impuestos,1.1.4,Impuestos Internos sobre Mercancías y Servicios,8677.89
2022,01,Enero,05,Región Valdesia,17,Peravia,0001,Baní,7006,Ayuntamiento Municipal de Baní,1.1,Ingresos corrientes,1.1.1,Impuestos,1.1,Impuestos,1.1.9,Impuestos Diversos,400
2022,01,Enero,05,Región Valdesia,17,Peravia,0001,Baní,7006,Ayuntamiento Municipal de Baní,1.1,Ingresos corrientes,1.1.3,Ventas de bienes y servicios,1.5,Ingresos por contraprestación,1.5.1,Ventas de Bienes y Servicios,6000
2022,01,Enero,05,Región Valdesia,17,Peravia,0001,Baní,7006,Ayuntamiento Municipal de Baní,1.1,Ingresos corrientes,1.1.3,Ventas de bienes y servicios,1.5,Ingresos por contraprestación,1.5.1,Ventas de Bienes y Servicios,205085
2022,01,Enero,05,Región Valdesia,17,Peravia,0001,Baní,7006,Ayuntamiento Municipal de Baní,1.1,Ingresos corrientes,1.1.4,Rentas de la propiedad,1.6,Otros ingresos,1.6.1,Rentas de la Propiedad,32000
2022,01,Enero,05,Región Valdesia,17,Peravia,0001,Baní,7006,Ayuntamiento Municipal de Baní,1.2,Ingresos de capital,1.2.4,Transferencias de capital recibidas,1.4,Transferencias,1.4.2,Transferencias de Capital,772888
2022,01,Enero,07,Región El Valle,07,Elías Piña,0002,Baníca,7007,Ayuntamiento Municipal de Bánica,1.2,Ingresos de capital,1.2.4,Transferencias de capital recibidas,1.4,Transferencias,1.4.2,Transferencias de Capital,762104.25
2022,01,Enero,07,Región El Valle,07,Elías Piña,0002,Baníca,7007,Ayuntamiento Municipal de Bánica,1.1,Ingresos corrientes,1.1.3,Ventas de bienes y servicios,1.5,Ingresos por contraprestación,1.5.1,Ventas de Bienes y Servicios,12500
2022,01,Enero,07,Región El Valle,07,Elías Piña,0002,Baníca,7007,Ayuntamiento Municipal de Bánica,1.2,Ingresos de capital,1.2.4,Transferencias de capital recibidas,1.4,Transferencias,1.4.2,Transferencias de Capital,2400000
2022,01,Enero,06,Región Enriquillo,04,Barahona,0001,Barahona,7008,Ayuntamiento Municipal de Santa Cruz de Barahona,1.2,Ingresos de capital,1.2.4,Transferencias de capital recibidas,1.4,Transferencias,1.4.2,Transferencias de Capital,4310889.17
2022,01,Enero,06,Región Enriquillo,04,Barahona,0001,Barahona,7008,Ayuntamiento Municipal de Santa Cruz de Barahona,1.1,Ingresos corrientes,1.1.1,Impuestos,1.1,Impuestos,1.1.4,Impuestos Internos sobre Mercancías y Servicios,77965
2022,01,Enero,06,Región Enriquillo,04,Barahona,0001,Barahona,7008,Ayuntamiento Municipal de Santa Cruz de Barahona,1.1,Ingresos corrientes,1.1.1,Impuestos,1.1,Impuestos,1.1.4,Impuestos Internos sobre Mercancías y Servicios,8775
2022,01,Enero,06,Región Enriquillo,04,Barahona,0001,Barahona,7008,Ayuntamiento Municipal de Santa Cruz de Barahona,1.1,Ingresos corrientes,1.1.1,Impuestos,1.1,Impuestos,1.1.4,Impuestos Internos sobre Mercancías y Servicios,202600
2022,01,Enero,06,Región Enriquillo,04,Barahona,0001,Barahona,7008,Ayuntamiento Municipal de Santa Cruz de Barahona,1.1,Ingresos corrientes,1.1.1,Impuestos,1.1,Impuestos,1.1.4,Impuestos Internos sobre Mercancías y Servicios,15500
2022,01,Enero,09,Región Higuamo,29,Monte Plata,0002,Bayaguana,7009,Ayuntamiento Municipal de Bayaguana,1.1,Ingresos corrientes,1.1.3,Ventas de bienes y servicios,1.5,Ingresos por contraprestación,1.5.1,Ventas de Bienes y Servicios,15500
2022,01,Enero,09,Región Higuamo,29,Monte Plata,0002,Bayaguana,7009,Ayuntamiento Municipal de Bayaguana,1.1,Ingresos corrientes,1.1.3,Ventas de bienes y servicios,1.5,Ingresos por contraprestación,1.5.1,Ventas de Bienes y Servicios,6900
2022,01,Enero,09,Región Higuamo,29,Monte Plata,0002,Bayaguana,7009,Ayuntamiento Municipal de Bayaguana,1.1,Ingresos corrientes,1.1.1,Impuestos,1.1,Impuestos,1.1.4,Impuestos Internos sobre Mercancías y Servicios,2725
2022,01,Enero,09,Región Higuamo,29,Monte Plata,0002,Bayaguana,7009,Ayuntamiento Municipal de Bayaguana,1.1,Ingresos corrientes,1.1.1,Impuestos,1.1,Impuestos,1.1.4,Impuestos Internos sobre Mercancías y Servicios,4500
2022,01,Enero,09,Región Higuamo,29,Monte Plata,0002,Bayaguana,7009,Ayuntamiento Municipal de Bayaguana,1.1,Ingresos corrientes,1.1.1,Impuestos,1.1,Impuestos,1.1.4,Impuestos Internos sobre Mercancías y Servicios,500
2022,01,Enero,09,Región Higuamo,29,Monte Plata,0002,Bayaguana,7009,Ayuntamiento Municipal de Bayaguana,1.1,Ingresos corrientes,1.1.1,Impuestos,1.1,Impuestos,1.1.4,Impuestos Internos sobre Mercancías y Servicios,35200
2022,01,Enero,09,Región Higuamo,29,Monte Plata,0002,Bayaguana,7009,Ayuntamiento Municipal de Bayaguana,1.1,Ingresos corrientes,1.1.1,Impuestos,1.1,Impuestos,1.1.4,Impuestos Internos sobre Mercancías y Servicios,1000
2022,01,Enero,09,Región Higuamo,29,Monte Plata,0002,Bayaguana,7009,Ayuntamiento Municipal de Bayaguana,1.1,Ingresos corrientes,1.1.3,Ventas de bienes y servicios,1.5,Ingresos por contraprestación,1.5.1,Ventas de Bienes y Servicios,18005
2022,01,Enero,09,Región Higuamo,29,Monte Plata,0002,Bayaguana,7009,Ayuntamiento Municipal de Bayaguana,1.1,Ingresos corrientes,1.1.3,Ventas de bienes y servicios,1.5,Ingresos por contraprestación,1.5.1,Ventas de Bienes y Servicios,10000
2022,01,Enero,09,Región Higuamo,29,Monte Plata,0002,Bayaguana,7009,Ayuntamiento Municipal de Bayaguana,1.1,Ingresos corrientes,1.1.4,Rentas de la propiedad,1.6,Otros ingresos,1.6.1,Rentas de la Propiedad,198300
2022,01,Enero,09,Región Higuamo,29,Monte Plata,0002,Bayaguana,7009,Ayuntamiento Municipal de Bayaguana,1.1,Ingresos corrientes,1.1.4,Rentas de la propiedad,1.6,Otros ingresos,1.6.1,Rentas de la Propiedad,46000
2022,01,Enero,09,Región Higuamo,29,Monte Plata,0002,Bayaguana,7009,Ayuntamiento Municipal de Bayaguana,1.2,Ingresos de capital,1.2.1,Venta (disposición) de activos no financieros (a valores brutos),1.7,Venta de activos no financieros,1.7.4,Venta de Terrenos,15500
2022,01,Enero,07,Región El Valle,22,San Juan,0002,Bohechio,7010,Ayuntamiento Municipal de Bohechío,1.2,Ingresos de capital,1.2.4,Transferencias de capital recibidas,1.4,Transferencias,1.4.2,Transferencias de Capital,766015
2022,01,Enero,06,Región Enriquillo,04,Barahona,0002,Cabral,7011,Ayuntamiento Municipal de Cabral,1.2,Ingresos de capital,1.2.4,Transferencias de capital recibidas,1.4,Transferencias,1.4.2,Transferencias de Capital,1243471.08
2022,01,Enero,06,Región Enriquillo,04,Barahona,0002,Cabral,7011,Ayuntamiento Municipal de Cabral,1.1,Ingresos corrientes,1.1.3,Ventas de bienes y servicios,1.5,Ingresos por contraprestación,1.5.1,Ventas de Bienes y Servicios,9700
2022,01,Enero,06,Región Enriquillo,04,Barahona,0002,Cabral,7011,Ayuntamiento Municipal de Cabral,1.1,Ingresos corrientes,1.1.1,Impuestos,1.1,Impuestos,1.1.4,Impuestos Internos sobre Mercancías y Servicios,2400
2022,01,Enero,06,Región Enriquillo,04,Barahona,0002,Cabral,7011,Ayuntamiento Municipal de Cabral,1.1,Ingresos corrientes,1.1.1,Impuestos,1.1,Impuestos,1.1.4,Impuestos Internos sobre Mercancías y Servicios,28650
2022,01,Enero,06,Región Enriquillo,04,Barahona,0002,Cabral,7011,Ayuntamiento Municipal de Cabral,1.1,Ingresos corrientes,1.1.3,Ventas de bienes y servicios,1.5,Ingresos por contraprestación,1.5.1,Ventas de Bienes y Servicios,46650
2022,01,Enero,03,Región Cibao Nordeste,14,María Trinidad Sánchez,0002,Cabrera,7012,Ayuntamiento Municipal de Cabrera,1.1,Ingresos corrientes,1.1.3,Ventas de bienes y servicios,1.5,Ingresos por contraprestación,1.5.1,Ventas de Bienes y Servicios,1200
2022,01,Enero,03,Región Cibao Nordeste,14,María Trinidad Sánchez,0002,Cabrera,7012,Ayuntamiento Municipal de Cabrera,1.1,Ingresos corrientes,1.1.1,Impuestos,1.1,Impuestos,1.1.4,Impuestos Internos sobre Mercancías y Servicios,4000
2022,01,Enero,03,Región Cibao Nordeste,14,María Trinidad Sánchez,0002,Cabrera,7012,Ayuntamiento Municipal de Cabrera,1.1,Ingresos corrientes,1.1.1,Impuestos,1.1,Impuestos,1.1.4,Impuestos Internos sobre Mercancías y Servicios,107000
2022,01,Enero,03,Región Cibao Nordeste,14,María Trinidad Sánchez,0002,Cabrera,7012,Ayuntamiento Municipal de Cabrera,1.1,Ingresos corrientes,1.1.3,Ventas de bienes y servicios,1.5,Ingresos por contraprestación,1.5.1,Ventas de Bienes y Servicios,25000
2022,01,Enero,03,Región Cibao Nordeste,14,María Trinidad Sánchez,0002,Cabrera,7012,Ayuntamiento Municipal de Cabrera,3.1,Fuentes financieras,3.1.1,Disminución de activos financieros,3.1,Disminución de activos financieros,3.1.1,Disminución de Activos Financieros Corrientes,7680994.9299999997
2022,01,Enero,05,Región Valdesia,21,San Cristóbal,0004,Cambita Garabitos,7013,Ayuntamiento Municipal de Cambita Garabitos,1.2,Ingresos de capital,1.2.4,Transferencias de capital recibidas,1.4,Transferencias,1.4.2,Transferencias de Capital,1650069.17
2022,01,Enero,04,Región Cibao Noroeste,15,Monte Cristi,0002,Castañuelas,7014,Ayuntamiento Municipal de CastañuELas,1.1,Ingresos corrientes,1.1.1,Impuestos,1.1,Impuestos,1.1.4,Impuestos Internos sobre Mercancías y Servicios,40000
2022,01,Enero,04,Región Cibao Noroeste,15,Monte Cristi,0002,Castañuelas,7014,Ayuntamiento Municipal de CastañuELas,1.1,Ingresos corrientes,1.1.1,Impuestos,1.1,Impuestos,1.1.9,Impuestos Diversos,15000
2022,01,Enero,03,Región Cibao Nordeste,06,Duarte,0003,Castillo,7015,Ayuntamiento Municipal de Castillo,1.1,Ingresos corrientes,1.1.3,Ventas de bienes y servicios,1.5,Ingresos por contraprestación,1.5.1,Ventas de Bienes y Servicios,1500
2022,01,Enero,03,Región Cibao Nordeste,06,Duarte,0003,Castillo,7015,Ayuntamiento Municipal de Castillo,1.1,Ingresos corrientes,1.1.3,Ventas de bienes y servicios,1.5,Ingresos por contraprestación,1.5.1,Ventas de Bienes y Servicios,13000
2022,01,Enero,03,Región Cibao Nordeste,06,Duarte,0003,Castillo,7015,Ayuntamiento Municipal de Castillo,1.1,Ingresos corrientes,1.1.1,Impuestos,1.1,Impuestos,1.1.4,Impuestos Internos sobre Mercancías y Servicios,1000
2022,01,Enero,03,Región Cibao Nordeste,06,Duarte,0003,Castillo,7015,Ayuntamiento Municipal de Castillo,1.1,Ingresos corrientes,1.1.1,Impuestos,1.1,Impuestos,1.1.4,Impuestos Internos sobre Mercancías y Servicios,3900
2022,01,Enero,03,Región Cibao Nordeste,06,Duarte,0003,Castillo,7015,Ayuntamiento Municipal de Castillo,1.1,Ingresos corrientes,1.1.3,Ventas de bienes y servicios,1.5,Ingresos por contraprestación,1.5.1,Ventas de Bienes y Servicios,1200
2022,01,Enero,03,Región Cibao Nordeste,06,Duarte,0003,Castillo,7015,Ayuntamiento Municipal de Castillo,1.1,Ingresos corrientes,1.1.3,Ventas de bienes y servicios,1.5,Ingresos por contraprestación,1.5.1,Ventas de Bienes y Servicios,10400
2022,01,Enero,03,Región Cibao Nordeste,06,Duarte,0003,Castillo,7015,Ayuntamiento Municipal de Castillo,1.1,Ingresos corrientes,1.1.4,Rentas de la propiedad,1.6,Otros ingresos,1.6.1,Rentas de la Propiedad,2100
2022,01,Enero,01,Región Cibao Norte,09,Espaillat,0002,Cayetano Germosen,7016,Ayuntamiento Municipal de Cayetano Germosén,1.1,Ingresos corrientes,1.1.6,Transferencias y donaciones corrientes recibidas,1.4,Transferencias,1.4.1,Transferencias Corrientes,1177773
2022,01,Enero,01,Región Cibao Norte,09,Espaillat,0002,Cayetano Germosen,7016,Ayuntamiento Municipal de Cayetano Germosén,1.1,Ingresos corrientes,1.1.3,Ventas de bienes y servicios,1.5,Ingresos por contraprestación,1.5.1,Ventas de Bienes y Servicios,9500
2022,01,Enero,01,Región Cibao Norte,09,Espaillat,0002,Cayetano Germosen,7016,Ayuntamiento Municipal de Cayetano Germosén,1.1,Ingresos corrientes,1.1.3,Ventas de bienes y servicios,1.5,Ingresos por contraprestación,1.5.1,Ventas de Bienes y Servicios,10200
2022,01,Enero,01,Región Cibao Norte,09,Espaillat,0002,Cayetano Germosen,7016,Ayuntamiento Municipal de Cayetano Germosén,1.1,Ingresos corrientes,1.1.1,Impuestos,1.1,Impuestos,1.1.4,Impuestos Internos sobre Mercancías y Servicios,50000
2022,01,Enero,01,Región Cibao Norte,09,Espaillat,0002,Cayetano Germosen,7016,Ayuntamiento Municipal de Cayetano Germosén,1.1,Ingresos corrientes,1.1.1,Impuestos,1.1,Impuestos,1.1.9,Impuestos Diversos,1600
2022,01,Enero,01,Región Cibao Norte,09,Espaillat,0002,Cayetano Germosen,7016,Ayuntamiento Municipal de Cayetano Germosén,1.1,Ingresos corrientes,1.1.4,Rentas de la propiedad,1.6,Otros ingresos,1.6.1,Rentas de la Propiedad,2000
2022,01,Enero,02,Región Cibao Sur,24,Sánchez Ramírez,0002,Cevicos,7017,Ayuntamiento Municipal de Cevicos,1.2,Ingresos de capital,1.2.4,Transferencias de capital recibidas,1.4,Transferencias,1.4.2,Transferencias de Capital,917696
2022,01,Enero,09,Región Higuamo,23,San Pedro de Macorís,0004,Consuelo,7018,Ayuntamiento Municipal de ConsuElo,1.1,Ingresos corrientes,1.1.6,Transferencias y donaciones corrientes recibidas,1.4,Transferencias,1.4.1,Transferencias Corrientes,3393638.26
2022,01,Enero,09,Región Higuamo,23,San Pedro de Macorís,0004,Consuelo,7018,Ayuntamiento Municipal de ConsuElo,1.1,Ingresos corrientes,1.1.3,Ventas de bienes y servicios,1.5,Ingresos por contraprestación,1.5.1,Ventas de Bienes y Servicios,38950
2022,01,Enero,09,Región Higuamo,23,San Pedro de Macorís,0004,Consuelo,7018,Ayuntamiento Municipal de ConsuElo,1.1,Ingresos corrientes,1.1.1,Impuestos,1.1,Impuestos,1.1.4,Impuestos Internos sobre Mercancías y Servicios,100
2022,01,Enero,09,Región Higuamo,23,San Pedro de Macorís,0004,Consuelo,7018,Ayuntamiento Municipal de ConsuElo,1.1,Ingresos corrientes,1.1.1,Impuestos,1.1,Impuestos,1.1.4,Impuestos Internos sobre Mercancías y Servicios,25245
2022,01,Enero,09,Región Higuamo,23,San Pedro de Macorís,0004,Consuelo,7018,Ayuntamiento Municipal de ConsuElo,1.1,Ingresos corrientes,1.1.1,Impuestos,1.1,Impuestos,1.1.4,Impuestos Internos sobre Mercancías y Servicios,7600
2022,01,Enero,09,Región Higuamo,23,San Pedro de Macorís,0004,Consuelo,7018,Ayuntamiento Municipal de ConsuElo,1.1,Ingresos corrientes,1.1.3,Ventas de bienes y servicios,1.5,Ingresos por contraprestación,1.5.1,Ventas de Bienes y Servicios,14190
