UPM,HVIVIEN,HHOGAR,ECODE2,HZONA,ESTRATO,REGION,HLINEA,P202,P203,P205,P206,P207,P208,P209,P210,P301,P302,P303,P304,P305,P306,P307,P308,P401,P402,P403,P404,P405,P501,P502,P503,ESTRATOREG,FEXPANSION,FPONDERACION,grup_sec
316,7,1,124,1,2,1,1,1,28,1,1,1,6, ,21,1,1,4,2,2, , , ,2,1,1,1,1,1,1, ,1.1,597.935973311796,1.66773392597409,3
316,8,1,124,1,2,1,1,2,71,1,1,1,3, ,20,1,2,2,5,2,6,2, ,2,2,1,1,1,1,1, ,1.1,597.935973311796,1.66773392597409,4
316,8,1,124,1,2,1,2,1,36,3,1,1,2, ,35,1,2,4,1,2,3,2,10,2,2,1,1,1,1,1, ,1.1,597.935973311796,1.66773392597409,4
316,8,1,124,1,2,1,3,1,51,3,1,1,6, ,21,2,2,2,1,2,96,2, ,2,2,1,1,1,1,1, ,1.1,597.935973311796,1.66773392597409,4
316,8,1,124,1,2,1,4,2,41,4,1,1,2, ,18,1,2,4,0,2,96,2,5,2,1,1,1,1,1,1, ,1.1,597.935973311796,1.66773392597409,4
316,8,1,124,1,2,1,5,1,52,11,1,1,6, ,98,1,2,2,5,2,10,2, ,2,2,1,1,1,1,1, ,1.1,597.935973311796,1.66773392597409,4
316,9,1,124,1,2,1,1,2,76,1,1,1,3, ,25,2,2,2,0,2,3,2, ,2,2,2,2,2,1,2,8,1.1,597.935973311796,1.66773392597409,4
316,9,1,124,1,2,1,2,1,44,3,1,1,7,2, ,1,2,2,3,2,10,2, ,2,2,2,2,2,1,1, ,1.1,597.935973311796,1.66773392597409,4
316,10,1,124,1,2,1,1,2,45,1,1,1,2, ,20,1,2,3,4,2,1,2, ,2,1,1,1,1,1,1, ,1.1,597.935973311796,1.66773392597409,2
316,10,1,124,1,2,1,2,1,35,2,1,1,2, ,30,1,2,3,4,2,1,2, ,2,2,1,1,1,1,1, ,1.1,597.935973311796,1.66773392597409,2
317,1,1,123,1,2,1,1,1,60,1,1,1,6, ,28,1,2,2,7,2,3,2, ,2,2,1,1,1,1,2,96,1.1,597.935973311796,1.66773392597409,4
317,2,1,123,1,2,1,1,1,44,1,1,1,2, ,30,1,2,2,8,2,1,2, ,2,1,1,1,1,1,1, ,1.1,597.935973311796,1.66773392597409,3
317,2,1,123,1,2,1,2,2,49,2,1,1,2, ,16,1,2,2,7,2,1,2, ,2,2,1,1,2,1,1, ,1.1,597.935973311796,1.66773392597409,3
317,2,1,123,1,2,1,3,1,19,13,1,1,7,2, ,1,2,2,1,1,1,3, ,2,1,2,1,1,1,1, ,1.1,597.935973311796,1.66773392597409,3
317,3,1,123,1,2,1,1,2,40,1,1,1,6, ,23,1,2,3,4,2,8,2, ,2,2,1,1,1,1,2,8,1.1,597.935973311796,1.66773392597409,3
317,3,1,123,1,2,1,2,1,16,3,1,1,7,2, ,1,1,3,3,1, , , ,2,1,1,1,1, , , ,1.1,597.935973311796,1.66773392597409,3
317,3,1,123,1,2,1,3,1,5,3,1,1, , , ,2,1,1,0,1, , , ,2,2,2,2,2, , , ,1.1,597.935973311796,1.66773392597409,3
317,3,1,123,1,2,1,4,1,6,3,1,1, , , ,2,1,2,1,1, , , ,2,2,2,2,2, , , ,1.1,597.935973311796,1.66773392597409,3
317,4,1,123,1,2,1,1,2,33,1,1,1,6, ,14,1,2,3,4,2,8,2, ,2,1,1,1,1,1,2,9,1.1,597.935973311796,1.66773392597409,4
317,4,1,123,1,2,1,2,2,14,3,1,1, , , ,1,1,3,2,1, , , ,2,2,1,1,1, , , ,1.1,597.935973311796,1.66773392597409,4
317,4,1,123,1,2,1,3,2,11,3,1,1, , , ,1,1,2,6,1, , , ,2,2,2,1,1, , , ,1.1,597.935973311796,1.66773392597409,4
317,5,1,123,1,2,1,1,1,50,1,1,1,2, ,20,1,2,2,7,2,1,2, ,2,2,1,1,1,1,1, ,1.1,597.935973311796,1.66773392597409,4
317,5,1,123,1,2,1,2,2,51,2,1,1,2, ,20,1,2,2,5,2,1,2, ,2,2,1,1,1,1,2,98,1.1,597.935973311796,1.66773392597409,4
317,5,1,123,1,2,1,3,1,13,3,1,1, , , ,1,1,2,7,1, , , ,2,1,2,1,1, , , ,1.1,597.935973311796,1.66773392597409,4
317,5,1,123,1,2,1,4,2,16,3,1,1,7,2, ,1,1,3,98,1, , , ,2,1,1,1,1, , , ,1.1,597.935973311796,1.66773392597409,4
317,6,1,123,1,2,1,1,1,26,1,1,1,7,2, ,1,2,4,2,2,1,2,5,1,2,1,1,1,1,2,12,1.1,597.935973311796,1.66773392597409,4
317,7,1,123,1,2,1,1,1,46,1,1,1,6, ,22,1,2,3,4,2,1,2, ,2,2,1,1,1,1,1, ,1.1,597.935973311796,1.66773392597409,4
317,8,1,123,1,2,1,1,2,43,1,1,1,2, ,16,1,2,2,8,2,6,2, ,2,2,1,1,1,1,1, ,1.1,597.935973311796,1.66773392597409,4
317,8,1,123,1,2,1,2,1,45,2,1,1,2, ,18,1,2,2,6,2,96,2, ,2,2,1,1,1,1,1, ,1.1,597.935973311796,1.66773392597409,4
317,8,1,123,1,2,1,3,2,21,3,1,1,7,2, ,1,1,4,2,1, , , ,1,1,1,1,1,1,8, ,1.1,597.935973311796,1.66773392597409,4
317,9,1,123,1,2,1,1,2,70,1,1,1,3, ,19,1,2,2,3,2,2,2, ,2,2,2,2,2,1,1, ,1.1,597.935973311796,1.66773392597409,3
317,9,1,123,1,2,1,2,2,52,3,1,1,2, ,14,1,2,2,98,2,7,2, ,2,2,1,1,2,1,1, ,1.1,597.935973311796,1.66773392597409,3
317,9,1,123,1,2,1,3,1,57,4,1,1,2, ,17,1,2,2,8,2,1,2, ,2,2,1,1,1,1,1, ,1.1,597.935973311796,1.66773392597409,3
317,10,1,123,1,2,1,1,2,63,1,1,1,5, ,22,1,2,3,4,2,1,2, ,2,2,1,1,1,1,2,96,1.1,597.935973311796,1.66773392597409,2
318,1,1,122,1,2,1,1,2,38,1,1,1,6, ,19,1,2,3,3,2,6,2, ,1,1,1,1,1,1,2,10,1.1,597.935973311796,1.66773392597409,3
318,1,1,122,1,2,1,2,1,2,3,1,1, , , , , , , , , , , , , , , , , , , ,1.1,597.935973311796,1.66773392597409,3
318,1,1,122,1,2,1,3,2,10,3,1,1, , , ,1,1,2,2,1, , , ,2,2,2,2,2, , , ,1.1,597.935973311796,1.66773392597409,3
318,2,1,122,1,2,1,1,2,67,1,1,1,5, ,24,1,2,4,4,2,8,2,99,2,2,1,1,1,1,1, ,1.1,597.935973311796,1.66773392597409,4
318,2,1,122,1,2,1,2,1,38,3,1,1,5, ,26,1,2,5,4,2,8,2,99,2,2,1,1,1,1,1, ,1.1,597.935973311796,1.66773392597409,4
318,3,1,122,1,2,1,1,1,21,1,1,1,7,2, ,1,1,4,4,1, , , ,1,1,1,1,1,1,1, ,1.1,597.935973311796,1.66773392597409,4
318,3,1,122,1,2,1,2,1,22,96,1,1,7,2, ,1,1,4,3,1, , , ,1,1,1,1,1,1,1, ,1.1,597.935973311796,1.66773392597409,4
318,3,1,122,1,2,1,3,1,21,96,1,1,7,2, ,1,1,4,3,1, , , ,1,1,1,1,1,1,2,13,1.1,597.935973311796,1.66773392597409,4
318,4,1,122,1,2,1,1,2,59,1,1,1,6, ,28,1,2,3,4,2,7,2, ,1,1,1,1,1,1,1, ,1.1,597.935973311796,1.66773392597409,4
318,4,1,122,1,2,1,2,2,23,3,1,1,7,2, ,1,1,4,4,1, , , ,1,1,1,1,1,1,1, ,1.1,597.935973311796,1.66773392597409,4
318,5,1,122,1,2,1,1,2,29,1,1,1,7,2, ,1,1,4,3,2, , , ,1,1,1,1,1,1,1, ,1.1,597.935973311796,1.66773392597409,4
318,6,1,122,1,2,1,1,2,28,1,1,1,6, ,15,1,2,4,4,2,8,2,99,1,1,1,1,1,1,1, ,1.1,597.935973311796,1.66773392597409,4
318,6,1,122,1,2,1,2,2,22,96,1,1,7,2, ,1,1,4,3,2, , , ,1,1,1,1,1,1,1, ,1.1,597.935973311796,1.66773392597409,4
318,6,1,122,1,2,1,3,2,23,12,1,1,7,2, ,1,1,4,3,2, , , ,1,1,1,1,1,1,2,12,1.1,597.935973311796,1.66773392597409,4
318,6,1,122,1,2,1,4,1,6,3,1,1, , , ,2,2,1,0,1, , , ,2,2,2,1,1, , , ,1.1,597.935973311796,1.66773392597409,4
318,7,1,122,1,2,1,1,2,44,1,1,1,6, ,15,1,2,3,4,2,8,2, ,2,2,1,1,1,1,1, ,1.1,597.935973311796,1.66773392597409,4
318,7,1,122,1,2,1,2,2,25,3,1,1,7,2, ,1,2,3,4,2,9,2, ,2,2,2,1,1,1,2,10,1.1,597.935973311796,1.66773392597409,4
318,8,1,122,1,2,1,1,2,68,1,1,1,3, ,16,1,2,2,4,2,4,2, ,2,2,1,1,1,1,1, ,1.1,597.935973311796,1.66773392597409,4
318,9,1,122,1,2,1,1,2,59,1,1,1,3, ,26,1,2,5,4,2,3,2,99,2,2,1,1,1,1,1, ,1.1,597.935973311796,1.66773392597409,3
318,10,1,122,1,2,1,1,2,52,1,1,1,1, ,24,1,2,3,4,2,6,2, ,1,1,1,1,1,1,1, ,1.1,597.935973311796,1.66773392597409,4
318,10,1,122,1,2,1,2,1,59,2,1,1,1, ,31,1,2,4,4,2,8,2,99,1,1,1,1,1,1,1, ,1.1,597.935973311796,1.66773392597409,4
318,10,1,122,1,2,1,3,1,27,3,1,1,7,2, ,1,2,4,4,2,8,2,99,1,1,1,1,1,1,1, ,1.1,597.935973311796,1.66773392597409,4
318,10,1,122,1,2,1,4,2,22,3,1,1,7,2, ,1,1,4,3,2, , , ,1,1,1,1,1,1,1, ,1.1,597.935973311796,1.66773392597409,4
319,1,1,123,1,2,1,1,2,56,1,2,1,3, ,25,1,2,3,2,2,1,2, ,2,2,1,1,1,8, , ,1.1,543.578157556179,1.51612175088554,2
319,1,1,123,1,2,1,2,2,32,3,2,1,1, ,25,1,2,4,4,2,8,2,99,2,2,1,1,1,8, , ,1.1,543.578157556179,1.51612175088554,2
319,1,1,123,1,2,1,3,1,16,3,2,1,7,2, ,1,1,3,2,1, , , ,2,2,1,1,1, , , ,1.1,543.578157556179,1.51612175088554,2
319,1,1,123,1,2,1,4,2,12,3,2,1, , , ,1,1,2,5,1, , , ,1,1,2,2,1, , , ,1.1,543.578157556179,1.51612175088554,2
319,2,1,123,1,2,1,1,1,40,1,1,1,2, ,30,1,2,3,4,2,8,2, ,2,2,1,1,1,1,2,13,1.1,543.578157556179,1.51612175088554,4
319,2,1,123,1,2,1,2,2,29,2,1,1,2, ,26,1,2,4,2,2,6,2,99,2,2,1,1,1,1,2,13,1.1,543.578157556179,1.51612175088554,4
319,2,1,123,1,2,1,3,1,4,3,1,1, , , ,2,1,1,0,1, , , , , , , , , , , ,1.1,543.578157556179,1.51612175088554,4
319,2,1,123,1,2,1,4,1,7,13,1,1, , , ,1,1,2,2,1, , , ,2,2,2,2,1, , , ,1.1,543.578157556179,1.51612175088554,4
319,3,1,123,1,2,1,1,2,44,1,1,1,1, ,14,1,2,2,7,2,6,2, ,1,1,1,1,1,1,2,13,1.1,543.578157556179,1.51612175088554,4
319,4,1,123,1,2,1,1,1,33,1,1,1,2, ,32,1,2,2,8,2,96,2, ,2,2,1,1,1,1,1, ,1.1,543.578157556179,1.51612175088554,3
319,4,1,123,1,2,1,2,2,32,2,1,1,2, ,30,1,2,3,2,2,96,2, ,2,2,1,1,1,1,1, ,1.1,543.578157556179,1.51612175088554,3
319,5,1,123,1,2,1,1,1,35,1,1,1,2, ,18,1,2,3,1,2,1,2, ,2,2,1,1,1,1,1, ,1.1,543.578157556179,1.51612175088554,3
319,5,1,123,1,2,1,2,2,32,2,1,1,2, ,16,1,2,2,7,2,96,2, ,2,2,1,1,1,1,1, ,1.1,543.578157556179,1.51612175088554,3
319,6,1,123,1,2,1,1,2,73,1,1,1,3, ,16,1,2,2,1,2,4,2, ,2,2,1,1,2,1,2,8,1.1,543.578157556179,1.51612175088554,4
319,6,1,123,1,2,1,2,1,54,3,1,1,2, ,24,1,2,2,4,2,1,2, ,2,2,1,1,1,1,1, ,1.1,543.578157556179,1.51612175088554,4
319,7,1,123,1,2,1,1,2,60,1,1,1,6, ,25,1,2,3,3,2,6,2, ,2,2,1,1,1,1,1, ,1.1,543.578157556179,1.51612175088554,3
319,7,1,123,1,2,1,2,1,27,3,1,1,7,2, ,1,2,2,4,2,96,2, ,2,1,1,1,1,1,1, ,1.1,543.578157556179,1.51612175088554,3
319,8,1,123,1,2,1,1,1,34,1,1,1,2, ,27,1,2,3,4,2,8,2, ,2,2,1,1,1,1,1, ,1.1,543.578157556179,1.51612175088554,4
319,8,1,123,1,2,1,2,2,29,2,1,1,2, ,24,1,2,3,4,2,8,2, ,2,2,1,1,1,1,1, ,1.1,543.578157556179,1.51612175088554,4
319,8,1,123,1,2,1,3,1,0,3,1,1, , , , , , , , , , , , , , , , , , , ,1.1,543.578157556179,1.51612175088554,4
319,8,1,123,1,2,1,4,2,4,3,1,1, , , ,2,3, , , , , , , , , , , , , , ,1.1,543.578157556179,1.51612175088554,4
319,9,1,123,1,2,1,1,2,29,1,1,1,6, ,17,1,2,4,6,2,8,1,99,2,1,1,1,1,1,1, ,1.1,543.578157556179,1.51612175088554,4
319,9,1,123,1,2,1,2,2,2,3,1,1, , , , , , , , , , , , , , , , , , , ,1.1,543.578157556179,1.51612175088554,4
319,18,1,999,1,2,1,1,1,41,1,1,1,6, ,25,1,2,2,8,2,1,2, ,2,2,1,1,1,1,2,2,1.1,543.578157556179,1.51612175088554,4
319,26,1,999,1,2,1,1,1,55,1,1,1,1, ,27,1,2,2,6,2,5,2, ,2,2,1,1,1,1,2,13,1.1,543.578157556179,1.51612175088554,3
320,1,1,121,1,2,1,1,2,30,1,2,1,2, ,26,1,2,3,4,2,96,2, ,2,2,1,1,1,3, , ,1.1,597.935973311796,1.66773392597409,4
320,1,1,121,1,2,1,2,2,5,3,1,1, , , ,2,1,2,0,1, , , ,1,1,2,1,1, , , ,1.1,597.935973311796,1.66773392597409,4
320,1,1,121,1,2,1,3,2,22,8,2,1,7,2, ,1,1,3,4,1, , , ,2,2,1,1,1,3, , ,1.1,597.935973311796,1.66773392597409,4
320,2,1,121,1,2,1,1,2,43,1,2,2,2, ,14,1,2,2,5,2,3,2, ,2,2,1,1,1,3, , ,1.1,597.935973311796,1.66773392597409,3
320,2,1,121,1,2,1,2,1,43,2,2,2,2, ,19,1,2,2,6,2,1,2, ,2,2,1,1,1,3, , ,1.1,597.935973311796,1.66773392597409,3
320,2,1,121,1,2,1,3,1,6,3,1,1, , , ,2,1,2,1,1, , , ,2,2,2,1,1, , , ,1.1,597.935973311796,1.66773392597409,3
320,2,1,121,1,2,1,4,2,22,3,2,2,7,1,19,1,2,3,3,2,3,2, ,2,2,1,1,1,3, , ,1.1,597.935973311796,1.66773392597409,3
320,2,1,121,1,2,1,5,2,12,3,2,2, , , ,1,1,2,3,1, , , ,2,2,2,1,1, , , ,1.1,597.935973311796,1.66773392597409,3
320,3,1,121,1,2,1,1,2,65,1,1,2,3, ,15,1,2,2,4,2,1,2, ,2,2,1,1,1,1,1, ,1.1,597.935973311796,1.66773392597409,4
320,3,1,121,1,2,1,2,1,41,3,1,2,6, ,30,1,2,2,4,2,1,2, ,2,2,1,1,1,1,2,10,1.1,597.935973311796,1.66773392597409,4
320,4,1,121,1,2,1,1,1,55,1,1,1,3, ,18,1,2,2,3,2,3,2, ,2,2,1,1,1,1,1, ,1.1,597.935973311796,1.66773392597409,2
320,4,1,121,1,2,1,2,1,13,3,1,1, , , ,1,1,3,0,1, , , ,2,2,1,1,1, , , ,1.1,597.935973311796,1.66773392597409,2
320,5,1,121,1,2,1,1,2,50,1,1,1,2, ,12,1,2,2,3,2,7,2, ,2,2,1,1,1,1,1, ,1.1,597.935973311796,1.66773392597409,4
320,5,1,121,1,2,1,2,1,54,2,1,1,2, ,17,1,2,3,1,2,7,2, ,2,2,1,1,1,1,1, ,1.1,597.935973311796,1.66773392597409,4
320,6,1,121,1,2,1,1,1,28,1,1,1,2, ,21,1,2,3,4,2,1,2, ,2,2,1,1,1,1,2,10,1.1,597.935973311796,1.66773392597409,3
320,6,1,121,1,2,1,2,2,27,2,1,1,2, ,20,1,2,3,4,2,8,2, ,2,1,1,1,1,1,1, ,1.1,597.935973311796,1.66773392597409,3
320,6,1,121,1,2,1,3,2,4,3,1,1, , , ,2,3, , , , , , , , , , , , , , ,1.1,597.935973311796,1.66773392597409,3
320,6,1,121,1,2,1,4,2,2,3,1,1, , , , , , , , , , , , , , , , , , , ,1.1,597.935973311796,1.66773392597409,3
320,7,1,121,1,2,1,1,1,33,1,3,1,2, ,26,1,2,4,4,2,96,2,98,2,1,1,1,1,3, , ,1.1,597.935973311796,1.66773392597409,4
320,7,1,121,1,2,1,2,2,30,2,3,1,2, ,23,1,2,4,5,2,8,2,98,2,1,1,1,1,3, , ,1.1,597.935973311796,1.66773392597409,4
320,8,1,121,1,2,1,1,2,41,1,2,2,6, ,15,1,2,3,4,2,8,2, ,2,2,1,1,1,3, , ,1.1,597.935973311796,1.66773392597409,1
320,8,1,121,1,2,1,2,2,7,3,96,1, , , ,2,1,2,1,1, , , ,2,2,2,1,1, , , ,1.1,597.935973311796,1.66773392597409,1
320,9,1,121,1,2,1,1,2,30,1,2,1,6, ,17,1,2,3,2,2,96,2, ,2,1,1,1,1,3, , ,1.1,597.935973311796,1.66773392597409,4
320,10,1,121,1,2,1,1,2,39,1,1,1,6, ,18,1,2,3,4,2,8,2, ,2,2,1,1,1,1,1, ,1.1,597.935973311796,1.66773392597409,3
320,10,1,121,1,2,1,2,1,9,3,1,1, , , ,1,1,2,3,1, , , ,2,2,2,1,1, , , ,1.1,597.935973311796,1.66773392597409,3
321,2,1,112,1,2,1,1,1,57,1,1,1,2, ,20,1,2,4,5,2,8,2,2,1,1,1,1,1,1,1, ,1.1,1494.83993327949,4.16933481493523,5
321,2,1,112,1,2,1,2,2,56,2,1,1,2, ,19,1,2,4,4,2,8,2,2,1,1,1,1,1,1,1, ,1.1,1494.83993327949,4.16933481493523,5
321,2,1,112,1,2,1,3,2,30,3,2,1,6, ,20,1,2,4,5,2,8,2,2,1,1,1,1,1,1,1, ,1.1,1494.83993327949,4.16933481493523,5
321,2,1,112,1,2,1,4,2,25,3,1,1,6, ,20,1,2,4,5,2,8,2,2,1,1,1,1,1,1,1, ,1.1,1494.83993327949,4.16933481493523,5
321,4,1,112,1,2,1,1,2,64,1,1,1,4, ,20,1,2,4,5,2,8,2,5,1,1,1,1,1,1,1, ,1.1,1494.83993327949,4.16933481493523,5
321,4,1,112,1,2,1,2,1,29,3,1,1,7,2, ,1,2,4,5,2,8,2,2,1,1,1,1,1,1,1, ,1.1,1494.83993327949,4.16933481493523,5
321,9,1,113,1,2,1,1,2,61,1,1,1,2, ,19,1,2,2,4,2,1,2, ,2,1,1,1,1,1,1, ,1.1,1494.83993327949,4.16933481493523,5
321,9,1,113,1,2,1,2,1,65,2,1,1,2, ,23,1,2,4,5,2,8,2,5,1,1,1,1,1,1,1, ,1.1,1494.83993327949,4.16933481493523,5
321,10,1,113,1,2,1,1,2,70,1,1,1,3, ,16,1,2,3,2,2,1,2, ,2,2,1,1,1,1,1, ,1.1,1494.83993327949,4.16933481493523,5
321,10,1,113,1,2,1,2,2,47,13,1,1,7,2, ,1,2,2,7,2,1,2, ,2,2,1,1,1,1,1, ,1.1,1494.83993327949,4.16933481493523,5
322,10,1,112,1,2,1,1,2,69,1,1,1,1, ,26,1,2,4,4,2,8,2,2,2,2,1,1,1,1,1, ,1.1,5979.35973311796,16.6773392597409,5
322,10,1,112,1,2,1,2,1,65,2,1,1,1, ,25,1,2,4,4,2,8,2,4,2,2,1,1,1,1,1, ,1.1,5979.35973311796,16.6773392597409,5
322,10,1,112,1,2,1,3,1,35,3,1,1,7,2, ,1,2,4,7,2,8,2,2,1,1,1,1,1,1,1, ,1.1,5979.35973311796,16.6773392597409,5
323,2,1,121,1,2,1,1,2,56,1,1,1,4, ,22,1,2,4,3,2,8,2,99,1,1,1,1,1,1,1, ,1.1,1195.87194662359,3.33546785194818,4
323,2,1,121,1,2,1,2,1,23,3,1,1,1, ,22,1,2,3,4,2,8,2, ,1,1,1,1,1,1,1, ,1.1,1195.87194662359,3.33546785194818,4
323,3,1,121,1,2,1,1,2,28,1,1,1,6, ,22,1,2,3,4,2,8,2, ,1,1,1,1,1,1,2,12,1.1,1195.87194662359,3.33546785194818,4
323,3,1,121,1,2,1,2,1,4,3,1,1, , , ,2,1,1,1,1, , , , , , , , , , , ,1.1,1195.87194662359,3.33546785194818,4
323,4,1,121,1,2,1,1,1,31,1,1,1,1, ,26,1,2,4,4,2,8,2,4,1,1,1,1,1,1,2,12,1.1,1195.87194662359,3.33546785194818,5
323,4,1,121,1,2,1,2,2,30,2,1,1,1, ,25,1,2,4,4,2,8,2,6,1,2,1,1,1,1,1, ,1.1,1195.87194662359,3.33546785194818,5
323,4,1,121,1,2,1,3,2,2,3,1,1, , , , , , , , , , , , , , , , , , , ,1.1,1195.87194662359,3.33546785194818,5
323,6,1,121,1,2,1,1,1,29,1,1,1,1, ,24,1,2,4,2,2,8,2,4,1,1,1,1,1,1,1, ,1.1,1195.87194662359,3.33546785194818,4
323,6,1,121,1,2,1,2,2,31,2,1,1,1, ,26,1,2,4,4,2,8,2,4,1,1,1,1,1,1,1, ,1.1,1195.87194662359,3.33546785194818,4
323,6,1,121,1,2,1,3,2,5,3,1,1, , , ,2,1,2,0,1, , , ,2,2,2,2,1, , , ,1.1,1195.87194662359,3.33546785194818,4
323,6,1,121,1,2,1,4,1,4,3,1,1, , , ,2,1,1,1,1, , , , , , , , , , , ,1.1,1195.87194662359,3.33546785194818,4
323,6,1,121,1,2,1,5,1,1,3,1,1, , , , , , , , , , , , , , , , , , , ,1.1,1195.87194662359,3.33546785194818,4
323,7,1,121,1,2,1,1,1,36,1,1,1,1, ,19,1,2,3,4,2,8,2, ,1,1,1,1,1,1,2,9,1.1,1195.87194662359,3.33546785194818,4
324,1,1,111,1,2,1,1,2,45,1,1,1,2, ,20,1,2,3,1,2,10,2, ,2,2,1,1,1,1,1, ,1.1,996.559955519661,2.77955654329015,4
324,1,1,111,1,2,1,2,1,66,2,1,1,2, ,25,1,2,4,0,2,1,2,2,2,2,1,1,1,1,1, ,1.1,996.559955519661,2.77955654329015,4
324,1,1,111,1,2,1,3,2,25,3,1,1,7,2, ,1,2,3,4,2,8,2, ,2,2,1,1,1,1,1, ,1.1,996.559955519661,2.77955654329015,4
324,1,1,111,1,2,1,4,2,20,3,1,1,7,2, ,1,2,3,4,2,8,2, ,2,2,2,1,1,1,2,9,1.1,996.559955519661,2.77955654329015,4
324,1,1,111,1,2,1,5,1,16,3,1,1,7,2, ,1,1,3,3,1, , , ,2,2,1,1,1, , , ,1.1,996.559955519661,2.77955654329015,4
324,2,1,111,1,2,1,1,2,28,1,1,1,2, ,23,1,2,4,4,2,8,2,5,2,1,1,1,1,1,2,13,1.1,996.559955519661,2.77955654329015,4
324,2,1,111,1,2,1,2,1,3,3,1,1, , , ,2,1,1,0,1, , , , , , , , , , , ,1.1,996.559955519661,2.77955654329015,4
324,2,1,111,1,2,1,3,1,32,2,1,1,2, ,26,1,2,3,4,2,8,2, ,2,2,1,1,1,1,2,9,1.1,996.559955519661,2.77955654329015,4
324,3,1,111,1,2,1,1,2,35,1,1,1,6, ,16,1,2,3,1,2,6,2, ,2,2,1,1,1,1,2,13,1.1,996.559955519661,2.77955654329015,4
324,3,1,111,1,2,1,2,2,16,3,1,1,7,2, ,1,1,3,3,1, , , ,2,1,1,1,1, , , ,1.1,996.559955519661,2.77955654329015,4
324,3,1,111,1,2,1,3,1,15,3,1,1,7,2, ,1,1,3,3,1, , , ,1,1,1,1,1, , , ,1.1,996.559955519661,2.77955654329015,4
324,4,1,111,1,2,1,1,1,38,1,2,1,1, ,20,1,2,3,4,2,8,2, ,2,2,1,1,1,3, , ,1.1,996.559955519661,2.77955654329015,3
324,4,1,111,1,2,1,2,2,35,2,2,1,1, ,21,1,2,3,1,2,4,2, ,2,2,1,1,1,3, , ,1.1,996.559955519661,2.77955654329015,3
324,4,1,111,1,2,1,3,2,6,3,1,1, , , ,2,1,2,1,1, , , ,2,2,2,1,1, , , ,1.1,996.559955519661,2.77955654329015,3
324,5,1,111,1,2,1,1,1,35,1,1,1,2, ,26,1,2,3,3,2,1,2, ,2,2,1,1,1,1,2,12,1.1,996.559955519661,2.77955654329015,4
324,5,1,111,1,2,1,2,2,25,2,1,1,2, ,15,1,2,2,8,2,7,2, ,2,2,1,1,1,1,2,12,1.1,996.559955519661,2.77955654329015,4
324,5,1,111,1,2,1,3,1,9,13,1,1, , , ,1,1,2,3,1, , , ,2,2,2,1,1, , , ,1.1,996.559955519661,2.77955654329015,4
324,5,1,111,1,2,1,4,2,4,3,1,1, , , ,2,3, , , , , , , , , , , , , , ,1.1,996.559955519661,2.77955654329015,4
324,6,1,111,1,2,1,1,1,68,1,1,1,1, ,25,1,2,4,3,2,4,2,98,2,2,1,1,1,1,1, ,1.1,996.559955519661,2.77955654329015,4
324,6,1,111,1,2,1,2,2,54,2,1,1,1, ,14,1,2,3,1,2,2,2, ,2,2,1,1,1,1,1, ,1.1,996.559955519661,2.77955654329015,4
324,6,1,111,1,2,1,3,1,14,5,96,1, , , ,1,1,3,0,1, , , ,2,1,1,1,1, , , ,1.1,996.559955519661,2.77955654329015,4
324,6,1,111,1,2,1,4,1,14,5,1,1, , , ,1,1,3,2,1, , , ,2,1,1,1,1, , , ,1.1,996.559955519661,2.77955654329015,4
325,2,1,123,1,2,1,1,2,80,1,1,1,3, ,21,1,2,2,8,2,96,2, ,2,2,1,1,1,1,1, ,1.1,2989.67986655898,8.33866962987045,4
325,2,1,123,1,2,1,2,1,55,3,1,1,2, ,22,1,2,5,5,2,8,2,2,1,1,1,1,1,1,1, ,1.1,2989.67986655898,8.33866962987045,4
325,7,1,122,1,2,1,1,2,50,1,1,1,2, ,15,1,2,4,4,2,8,2,2,2,2,1,1,1,1,1, ,1.1,2989.67986655898,8.33866962987045,5
325,7,1,122,1,2,1,2,1,63,2,1,1,2, ,25,1,2,4,4,2,8,2,5,1,1,1,1,1,1,1, ,1.1,2989.67986655898,8.33866962987045,5
325,7,1,122,1,2,1,3,1,25,3,1,1,7,2, ,1,2,5,6,2,8,2,98,1,1,1,1,1,1,1, ,1.1,2989.67986655898,8.33866962987045,5
326,2,1,124,1,2,1,1,1,56,1,96,1,1, ,20,1,2,4,4,2,8,2,98,1,1,1,1,1,1,2,98,1.1,1195.87194662359,3.33546785194818,4
326,2,1,124,1,2,1,2,2,51,2,96,1,1, ,18,1,2,2,8,2,1,2, ,1,1,1,1,1,1,2,4,1.1,1195.87194662359,3.33546785194818,4
326,2,1,124,1,2,1,3,2,17,3,96,1,7,2, ,1,1,3,0,1, , , ,1,1,1,1,1, , , ,1.1,1195.87194662359,3.33546785194818,4
326,2,1,124,1,2,1,4,2,15,3,96,1,7,2, ,1,1,2,4,1, , , ,1,1,1,1,1, , , ,1.1,1195.87194662359,3.33546785194818,4
326,3,1,124,1,2,1,1,1,43,1,1,1,1, ,41,1,2,4,4,2,8,3,10,1,2,1,1,1,1,1, ,1.1,1195.87194662359,3.33546785194818,4
326,3,1,124,1,2,1,2,2,32,2,1,1,1, ,31,1,2,5,2,2,8,3,1,2,2,1,1,1,1,1, ,1.1,1195.87194662359,3.33546785194818,4
326,5,1,124,1,2,1,1,1,35,1,1,1,1, ,26,1,2,3,4,2,3,2, ,2,1,1,1,1,1,1, ,1.1,1195.87194662359,3.33546785194818,5
