region_code,region_macro,su4
01,cibao,6.51731456181918
02,cibao,6.51731456181918
03,cibao,6.51731456181918
04,cibao,6.51731456181918
05,sur,14.0018614537608
06,sur,14.0018614537608
07,sur,14.0018614537608
08,este,9.34826986360912
09,este,9.34826986360912
10,ozama,13.7036229780726
