salario,sfs_empleador,pension_empleador,riesgos_bajo,infotep,salario_neto_sin_isr,costo_directo_bajo,sueldo_13,vacaciones_14_dias,costo_anualizado_bajo
80701.25,5721.718625,5729.78875,887.71375,807.0125,75931.806125,93847.48362499998,6725.104166666667,3138.3819444444443,103710.96973611109
81201.25,5757.168625,5765.28875,893.21375,812.0125,76402.256125,94428.93362499999,6766.770833333333,3157.8263888888887,104353.53084722221
81701.25,5792.618625,5800.78875,898.71375,817.0125,76872.70612500001,95010.383625,6808.4375,3177.2708333333335,104996.09195833333
82201.25,5828.068625000001,5836.28875,904.2137499999999,822.0125,77343.156125,95591.83362499998,6850.104166666667,3196.715277777778,105638.65306944444
82701.25,5863.518625000001,5871.78875,909.7137499999999,827.0125,77813.60612499999,96173.283625,6891.770833333333,3216.159722222222,106281.21418055554
83201.25,5898.968625,5907.28875,915.2137499999999,832.0125,78284.056125,96754.73362499998,6933.4375,3235.6041666666665,106923.77529166665
83701.25,5934.418625,5942.78875,920.7137499999999,837.0125,78754.506125,97336.18362499999,6975.104166666667,3255.0486111111113,107566.33640277777
84201.25,5969.868625,5978.28875,926.2137499999999,842.0125,79224.95612500001,97917.633625,7016.770833333333,3274.4930555555557,108208.89751388889
84701.25,6005.318625000001,6013.78875,931.7137499999999,847.0125,79695.406125,98499.08362499998,7058.4375,3293.9375,108851.45862499998
85201.25,6040.768625000001,6049.28875,937.2137499999999,852.0125,80165.85612499999,99080.533625,7100.104166666667,3313.3819444444443,109494.0197361111
85701.25,6076.218625,6084.78875,942.7137499999999,857.0125,80636.306125,99661.98362499998,7141.770833333333,3332.8263888888887,110136.5808472222
86201.25,6111.668625,6120.28875,948.2137499999999,862.0125,81106.756125,100243.43362499999,7183.4375,3352.2708333333335,110779.14195833332
86701.25,6147.118625,6155.78875,953.7137499999999,867.0125,81577.20612500001,100824.883625,7225.104166666667,3371.715277777778,111421.70306944445
87201.25,6182.568625000001,6191.28875,959.2137499999999,872.0125,82047.656125,101406.33362499998,7266.770833333333,3391.159722222222,112064.26418055553
87701.25,6218.018625000001,6226.78875,964.7137499999999,877.0125,82518.10612499999,101987.783625,7308.4375,3410.6041666666665,112706.82529166667
88201.25,6253.468625,6262.28875,970.2137499999999,882.0125,82988.556125,102569.23362499998,7350.104166666667,3430.0486111111113,113349.38640277776
88701.25,6288.918625,6297.78875,975.7137499999999,887.0125,83459.006125,103150.68362499999,7391.770833333333,3449.4930555555557,113991.94751388888
89201.25,6324.368625,6333.28875,981.2137499999999,892.0125,83929.45612500001,103732.133625,7433.4375,3468.9375,114634.508625
89701.25,6359.818625000001,6368.78875,986.7137499999999,897.0125,84399.906125,104313.58362499998,7475.104166666667,3488.3819444444443,115277.0697361111
90201.25,6395.268625000001,6404.28875,992.2137499999999,902.0125,84870.35612499999,104895.033625,7516.770833333333,3507.8263888888887,115919.63084722222
90701.25,6430.718625,6439.78875,997.7137499999999,907.0125,85340.806125,105476.48362499998,7558.4375,3527.2708333333335,116562.19195833331
91201.25,6466.168625,6475.28875,1003.2137499999999,912.0125,85811.256125,106057.93362499999,7600.104166666667,3546.715277777778,117204.75306944444
